cdir_events_dilemma_payloads_tables	2
choice_key	dilemma_key	id	payload_key	value
SECOND	wh_dlc05_wef_the_fate_of_the_body	2560	wh_dlc05_payload_event_the_fate_of_the_body_second	DURATION[4]
FIRST	wh_dlc05_wef_shape_shifters	2567	DIPLOMATIC_STANDING	AMOUNT[-2]
FIRST	wh_dlc05_wef_shape_shifters	2574	TARGET	EVENT
FOURTH	wh2_main_hef_intrigue_life_in_the_lagoon	257480619	INFLUENCE	AMOUNT[-8]
FIRST	wh_dlc05_wef_shape_shifters	2575	TREASURY	AMOUNT[1500]
SECOND	wh_dlc05_wef_shape_shifters	2584	DIPLOMATIC_STANDING	AMOUNT[2]
SECOND	wh_dlc05_wef_shape_shifters	2587	TARGET	EVENT
FIRST	wh_dlc05_wef_heavens_or_the_underworld	2594	wh_dlc05_payload_event_heavens_or_the_underworld_first	DURATION[4]
SECOND	wh_main_dwf_besieged_khazid	260	wh_main_payload_event_besieged_khazid_second	DURATION[3]
SECOND	wh_dlc05_wef_heavens_or_the_underworld	2604	wh_dlc05_payload_event_heavens_or_the_underworld_second	DURATION[4]
THIRD	wh2_main_dilemma_loyalty_positive_def_a_tribute	260625736	TREASURY	AMOUNT[2000]
FIRST	wh_dlc05_wef_children_of_eternity	2612	wh_dlc05_payload_event_children_of_eternity_first	DURATION[4]
SECOND	wh_dlc05_wef_children_of_eternity	2620	wh_dlc05_payload_event_children_of_eternity_second	DURATION[4]
FIRST	wh_dlc05_wef_vaults_of_winter	2622	wh_dlc05_payload_event_vaults_of_winter_first	DURATION[6]
SECOND	wh_dlc05_wef_vaults_of_winter	2630	wh_dlc05_payload_event_vaults_of_winter_second	DURATION[6]
FOURTH	wh2_dlc08_confederate_wh_main_nor_bjornling	26300575	TREASURY	AMOUNT[1000]
FIRST	wh_dlc05_wef_the_night_glens	2632	TEXT_DISPLAY	LOOKUP[dummy_do_nothing]
SECOND	wh_dlc05_wef_the_night_glens	2640	wh_dlc05_payload_event_the_night_glens	DURATION[6]
THIRD	wh_dlc08_nor_monster_hunt_7_dilemma_reward	264498817	wh_dlc08_dummy_hound_allegiance	DURATION[0]
FIRST	wh_dlc05_wef_asrai_asur_druchii	2650	wh_dlc05_payload_event_asrai_asur_druchii	DURATION[4]
SECOND	wh_dlc05_wef_asrai_asur_druchii	2653	TEXT_DISPLAY	LOOKUP[dummy_do_nothing]
FIRST	wh_dlc05_wef_festival_of_the_equinox	2654	wh_dlc05_payload_event_festival_of_the_equinox_first	DURATION[5]
SECOND	wh_dlc05_wef_festival_of_the_equinox	2663	wh_dlc05_payload_event_festival_of_the_equinox_second	DURATION[5]
FIRST	wh_dlc07_brt_qb_alberic_trident_of_manann_stage_5	2665	TREASURY	AMOUNT[-3500]
FIRST	wh2_main_dilemma_ritual_of_vaul_1	2668	ADD_ANCILLARY	ANCILLARY_KEY[wh2_main_anc_weapon_reaver_bow]
FIRST	wh2_main_dilemma_loyalty_skv_call_of_the_horned_rat_2_a	266837286	TARGET	EVENT
SECOND	wh2_dlc11_cst_dilemma_camp_fortune	267074597	TARGET	CAPITAL
FIRST	wh_dlc07_brt_the_price_of_chivalry	2674	TEXT_DISPLAY	LOOKUP[dummy_chivalry_increase]
SECOND	wh_dlc07_brt_qb_alberic_trident_of_manann_stage_5	2675	TEXT_DISPLAY	LOOKUP[dummy_chivalry_decrease]
SECOND	wh_dlc07_brt_the_price_of_chivalry	2679	TEXT_DISPLAY	LOOKUP[dummy_chivalry_increase]
FIRST	wh_main_dwf_empire_in_flames	268	DIPLOMATIC_STANDING	AMOUNT[2]
THIRD	wh2_main_dilemma_ritual_of_vaul_1	2681	ADD_ANCILLARY	ANCILLARY_KEY[wh2_main_anc_armour_crown_of_authority]
FIRST	wh_dlc07_brt_hidden_statue	2685	wh_dlc07_payload_hidden_statue_first	DURATION[10]
FIRST	wh2_main_dilemma_ritual_of_vaul_2	2688	ADD_ANCILLARY	ANCILLARY_KEY[wh2_main_anc_weapon_winged_staff]
FIRST	wh_main_dwf_empire_in_flames	269	TARGET	EVENT
SECOND	wh_dlc07_brt_hidden_statue	2698	wh_dlc07_payload_hidden_statue_second	DURATION[10]
FIRST	wh_main_emp_tax_riots	27	wh_main_payload_festag_faction	DURATION[4]
THIRD	wh2_main_dilemma_ritual_of_vaul_2	2703	ADD_ANCILLARY	ANCILLARY_KEY[wh2_main_anc_enchanted_item_enchanted_spyglass]
FOURTH	wh2_main_dilemma_ritual_of_vaul_2	2704	ADD_ANCILLARY	ANCILLARY_KEY[wh2_main_anc_talisman_ruby_guardian_phoenix]
FIRST	wh_dlc07_brt_mockery_of_our_vows	2706	wh_dlc07_payload_mockery_of_our_vows_first	DURATION[10]
SECOND	wh2_main_dilemma_ritual_of_vaul_3	2708	ADD_ANCILLARY	ANCILLARY_KEY[wh2_main_anc_enchanted_item_blessed_tome]
SECOND	wh2_dlc11_cst_cylostra_the_bordeleaux_flabellum_stage_4	271126630	TREASURY	AMOUNT[1000]
THIRD	wh2_main_dilemma_ritual_of_vaul_3	2713	ADD_ANCILLARY	ANCILLARY_KEY[wh2_main_anc_arcane_item_staff_of_solidity]
FIRST	wh2_main_dilemma_loyalty_def_black_council_1	271486998	wh2_main_payload_public_order_negative_all_province_factionwide	DURATION[20];GLOBAL
SECOND	wh_dlc07_brt_mockery_of_our_vows	2715	wh_dlc07_payload_mockery_of_our_vows_second	DURATION[10]
FOURTH	wh2_main_dilemma_ritual_of_vaul_3	2723	ADD_ANCILLARY	ANCILLARY_KEY[wh2_main_anc_talisman_sapphire_guardian_phoenix]
FIRST	wh2_main_dilemma_loyalty_skv_rattus_ex_machina_2_b	27230660	LOYALTY	AMOUNT[1]
FIRST	wh_dlc07_brt_gifted_children	2725	wh_dlc07_payload_gifted_children_first	DURATION[10]
FIRST	wh2_main_dilemma_ritual_of_vaul_4	2728	ADD_ANCILLARY	ANCILLARY_KEY[wh2_main_anc_enchanted_item_chest_of_sustenance]
FIRST	wh2_main_dilemma_loyalty_positive_skv_dust_it_off	272944651	ADD_ANCILLARY	ANCILLARY_KEY[wh2_main_anc_echanted_item_enriched_warpstone_dust];TARGET_OWNING_FACTION
FIRST	wh2_main_def_names_of_power_co_2_dragon	273149653	GIVE_TRAIT	TRAIT_KEY[wh2_main_trait_def_name_of_power_co_02_wyrmscale]
SECOND	wh_dlc07_brt_gifted_children	2732	wh_dlc07_payload_gifted_children_second	DURATION[10]
FIRST	wh2_main_dilemma_loyalty_skv_rattus_ex_machina_2_b	273234734	wh_main_effect_campaign_enable_attrition	DURATION[1]
FIRST	wh_dlc07_brt_prosperous_harvest	2736	wh_dlc07_payload_prosperous_harvest_first	DURATION[10]
FIRST	wh2_main_dilemma_loyalty_positive_def_the_audience	273930567	GIVE_TRAIT	TRAIT_KEY[wh2_main_trait_def_favoured]
THIRD	wh2_main_dilemma_ritual_of_vaul_4	2742	ADD_ANCILLARY	ANCILLARY_KEY[wh2_main_anc_enchanted_item_gilded_horn_of_galon_konook]
SECOND	wh_dlc07_brt_prosperous_harvest	2743	wh_dlc07_payload_prosperous_harvest_second	DURATION[10]
FIRST	wh_dlc07_brt_knowledge_from_the_lady	2746	wh_dlc07_payload_knowledge_from_the_lady_first	DURATION[15]
SECOND	wh_dlc07_brt_knowledge_from_the_lady	2750	wh_dlc07_payload_knowledge_from_the_lady_second	DURATION[15]
SECOND	wh2_main_dilemma_ritual_of_vaul_5	2752	ADD_ANCILLARY	ANCILLARY_KEY[wh2_main_anc_weapon_sea_gold_parrying_blade]
FIRST	wh_dlc07_brt_dedicated_service	2753	wh_dlc07_payload_dedicated_service_first	DURATION[10]
SECOND	wh_dlc07_brt_dedicated_service	2761	wh_dlc07_payload_dedicated_service_second	DURATION[10]
THIRD	wh2_main_dilemma_ritual_of_vaul_5	2762	ADD_ANCILLARY	ANCILLARY_KEY[wh2_main_anc_talisman_emerald_collar]
FIRST	wh_dlc07_brt_pimples_and_brown_spots	2766	wh_dlc07_payload_pimples_and_brown_spots_first	DURATION[10]
FOURTH	wh2_main_dilemma_ritual_of_vaul_5	2768	ADD_ANCILLARY	ANCILLARY_KEY[wh2_main_anc_armour_enchanted_ithilmar_breastplate]
FIRST	wh_main_all_under_the_dark_moons_glare	277	TREASURY	AMOUNT[-1500]
SECOND	wh_dlc07_brt_pimples_and_brown_spots	2775	wh_dlc07_payload_pimples_and_brown_spots_second	DURATION[10]
SECOND	wh2_main_dilemma_ritual_of_vaul_1	2777	ADD_ANCILLARY	ANCILLARY_KEY[wh2_main_anc_arcane_item_jewel_of_the_dusk]
FIRST	wh_dlc07_brt_whispers_of_witchcraft	2780	wh_dlc07_payload_whispers_of_witchcraft_first	DURATION[5]
SECOND	wh_dlc07_brt_whispers_of_witchcraft	2783	wh_dlc07_payload_whispers_of_witchcraft_second	DURATION[5]
FOURTH	wh2_main_dilemma_ritual_of_vaul_1	2786	ADD_ANCILLARY	ANCILLARY_KEY[wh2_main_anc_talisman_amulet_of_foresight]
FIRST	wh_dlc07_brt_a_noble_feast	2788	wh_dlc07_payload_a_noble_feast_first	DURATION[15]
THIRD	wh_dlc08_nor_monster_hunt_1_dilemma_reward	278885469	wh_dlc08_dummy_hound_allegiance	DURATION[0]
SECOND	wh2_main_dilemma_ritual_of_vaul_2	2790	ADD_ANCILLARY	ANCILLARY_KEY[wh2_main_anc_armour_helm_of_khaine]
FIRST	wh2_main_dilemma_ritual_of_vaul_3	2794	ADD_ANCILLARY	ANCILLARY_KEY[wh2_main_anc_weapon_blade_of_sea_gold]
SECOND	wh2_main_dilemma_ritual_of_vaul_4	2797	ADD_ANCILLARY	ANCILLARY_KEY[wh2_main_anc_armour_winged_boots]
SECOND	wh_dlc07_brt_a_noble_feast	2798	wh_dlc07_payload_a_noble_feast_second	DURATION[15]
FIRST	wh_dlc07_brt_hunting_grounds	2807	wh_dlc07_payload_hunting_grounds_first	DURATION[10]
SECOND	wh_dlc07_brt_hunting_grounds	2814	wh_dlc07_payload_hunting_grounds_second	DURATION[10]
FIRST	wh_dlc07_brt_food_hoarder	2820	wh_dlc07_payload_food_hoarder_first	DURATION[10]
SECOND	wh_dlc07_brt_food_hoarder	2828	wh_dlc07_payload_food_hoarder_second	DURATION[10]
FIRST	wh_main_all_under_the_dark_moons_glare	283	wh_main_payload_morale_all	DURATION[3]
FIRST	wh_dlc07_brt_the_price_of_chivalry	2837	wh_dlc07_payload_the_price_of_chivalry_first	DURATION[15]
FIRST	wh_main_all_a_stranger_comes	284	TREASURY	AMOUNT[3000]
SECOND	wh_dlc07_brt_the_price_of_chivalry	2847	wh_dlc07_payload_the_price_of_chivalry_second	DURATION[15]
SECOND	wh2_main_hef_intrigue_retainer_of_power	286422069	INFLUENCE	AMOUNT[15]
SECOND	wh2_main_dilemma_loyalty_skv_rattus_ex_machina_2_a	286425762	LOYALTY	AMOUNT[-1]
FIRST	wh_main_all_a_stranger_comes	291	wh_main_payload_chaos_corruption	DURATION[3]
FIRST	wh2_main_def_names_of_power_ar_5_tideofbattle	293476930	GIVE_TRAIT	TRAIT_KEY[wh2_main_trait_def_name_of_power_ar_08_moonshadow]
SECOND	wh2_dlc11_cst_dilemma_plan_of_action	296387171	wh2_dlc11_payload_dilemma_plan_of_action_second	DURATION[15]
FIRST	wh2_main_dilemma_loyalty_def_stitch_up_1	298279614	LOYALTY	AMOUNT[1]
SECOND	wh2_main_dilemma_loyalty_skv_skavenslave_revolt_2_b	29901343	LOYALTY	AMOUNT[-1]
SECOND	wh_dlc08_nor_bestial_servants	299102969	wh_dlc08_payload_bestial_servants_second	DURATION[15]
SECOND	wh_main_all_a_stranger_comes	300	wh_main_payload_untainted	DURATION[3]
SECOND	wh2_main_dilemma_loyalty_positive_def_the_hermit	302054606	LOYALTY	AMOUNT[1]
FIRST	wh_dlc08_nor_sacrificial_altars	305687658	wh_dlc08_payload_sacrificial_altars_first	DURATION[10]
FIRST	wh2_dlc09_skv_tretch_lucky_skullhelm_stage_3	305762325	GIVE_TRAIT	TRAIT_KEY[wh2_dlc09_trait_benevolence]
FOURTH	wh2_main_dilemma_loyalty_positive_skv_a_noise_problem	306167907	LOYALTY	AMOUNT[2]
FIRST	wh_main_all_a_stranger_comes_vmp	309	TREASURY	AMOUNT[3000]
FIRST	wh_main_all_a_stranger_comes_vmp	311	wh_main_payload_chaos_corruption	DURATION[3]
FIRST	wh2_main_dilemma_loyalty_skv_moulder_and_scurry_1	311056154	TARGET	EVENT
SECOND	wh2_main_dilemma_loyalty_skv_call_of_the_horned_rat_2_b	311785851	LOYALTY	AMOUNT[-1]
SECOND	wh_main_all_a_stranger_comes_vmp	312	wh_main_payload_vampiric_corruption	DURATION[3]
SECOND	wh_dlc08_nor_sacrificial_altars	315389056	wh_dlc08_payload_sacrificial_altars_second	DURATION[10]
FIRST	wh2_main_hef_intrigue_the_hunt_and_the_hunter	319354503	INFLUENCE	AMOUNT[-7]
FOURTH	wh2_main_hef_intrigue_whispers_of_the_mourning_chorus	325313995	INFLUENCE	AMOUNT[-12]
SECOND	wh2_dlc09_tmb_dilemma_crumbling_buildings	326008236	DAMAGE_BUILDING	MIN[10];MAX[20]
SECOND	wh2_dlc08_confederate_wh2_main_nor_aghol	328106539	DIPLOMATIC_STANDING	AMOUNT[-3]
SECOND	wh_main_all_the_migration	330	wh_main_payload_migration	DURATION[3]
FIRST	wh2_main_hef_intrigue_the_would_be_suitor	330819992	DIPLOMATIC_STANDING	AMOUNT[2]
FIRST	wh_dlc08_nor_shrine_or_shine	330974922	wh_dlc08_payload_shrine_or_shine_first	DURATION[10]
FIRST	wh_main_all_the_migration	332	TEXT_DISPLAY	LOOKUP[dummy_do_nothing]
SECOND	wh2_main_dilemma_loyalty_positive_skv_test_of_loyalty	332118642	wh2_main_dilemma_loyalty_positive_skv_test_of_loyalty_2	DURATION[4]
FIRST	wh_main_chs_the_eye_closes	334	TEXT_DISPLAY	LOOKUP[dummy_do_nothing]
SECOND	wh_main_all_under_the_dark_moons_glare	336	TEXT_DISPLAY	LOOKUP[dummy_do_nothing]
FIRST	wh2_main_dilemma_loyalty_positive_def_the_statue	337212431	wh2_main_dilemma_loyalty_positive_def_statue_1	DURATION[5]
FIRST	wh2_main_dilemma_loyalty_skv_price_of_treachery_1	337974131	TARGET	EVENT
FIRST	wh_main_all_foolish_vainglory	339	wh_main_payload_morale_all	DURATION[3]
FIRST	wh2_dlc11_cst_dilemma_great_naval_battle	339189167	wh2_dlc11_payload_dilemma_great_naval_battle_first	DURATION[10]
SECOND	wh2_dlc10_qb_nor_monster_hunt_8_stage_2	33976517	ADD_ANCILLARY	ANCILLARY_KEY[wh2_dlc10_anc_enchanted_item_extinguished_phoenix_pinion];TARGET_OWNING_FACTION
FIRST	wh2_dlc09_tmb_settra_the_crown_of_nehekhara_stage_3	340886596	wh2_dlc09_settra_sacrifice_payload	DURATION[10]
FIRST	wh2_main_dilemma_loyalty_def_stitch_up_1	341972690	TARGET	EVENT
SECOND	wh_main_all_foolish_vainglory	343	wh_main_payload_event_recruiting_surplus	DURATION[3]
FIRST	wh2_dlc11_cst_dilemma_shipping_ledger	344687630	TREASURY	AMOUNT[3000]
FIRST	wh2_main_hef_intrigue_the_folly_of_youth	345384094	ADD_ANCILLARY	ANCILLARY_KEY[wh2_main_anc_follower_hef_assassin]
THIRD	wh2_main_hef_intrigue_the_caledor_question	346156059	INFLUENCE	AMOUNT[-5]
FIRST	wh2_dlc11_cst_dilemma_camp_fortune	34807364	TARGET	CAPITAL
SECOND	wh2_dlc08_confederate_wh_main_nor_baersonling	350656324	TEXT_DISPLAY	LOOKUP[dummy_enemy_leader_killed]
FIRST	wh_main_all_the_gods_are_angry	351	TREASURY	AMOUNT[-1000]
SECOND	wh2_main_dilemma_loyalty_skv_rattus_ex_machina_2_b	352310186	TARGET	EVENT
THIRD	wh2_dlc09_skv_tretch_lucky_skullhelm_stage_3	354244525	GIVE_TRAIT	TRAIT_KEY[wh2_dlc09_trait_patience]
SECOND	wh2_main_lzd_ancient_skills	35442868	TEXT_DISPLAY	LOOKUP[dummy_do_nothing]
FIRST	wh_main_all_the_gods_are_angry	355	wh_main_payload_event_the_gods_are_angry_first	DURATION[4]
FIRST	wh2_main_dilemma_loyalty_positive_def_insurgents	355422609	ADD_ANCILLARY	ANCILLARY_KEY[wh2_main_anc_weapon_righteous_wrath];TARGET_OWNING_FACTION
SECOND	wh_main_all_the_gods_are_angry	357	wh_main_payload_event_the_gods_are_angry_second	DURATION[4]
FOURTH	wh2_main_hef_intrigue_the_caledor_question	358183803	TREASURY	AMOUNT[-750]
FIRST	wh_main_emp_tax_riots	36	TREASURY	AMOUNT[-1000]
FIRST	wh_main_vmp_feasting_on_the_smallfolk	363	DIPLOMATIC_STANDING	AMOUNT[-1]
SECOND	wh2_main_dilemma_loyalty_skv_price_of_treachery_1	363715323	wh2_main_dilemma_loyalty_skv_price_of_treachery_1	DURATION[20]
FOURTH	wh2_dlc08_confederate_wh_main_nor_skaeling	365435130	TREASURY	AMOUNT[1000]
SECOND	wh_dlc08_nor_archaon_choice	366719963	wh_dlc08_payload_true_everchosen_dummy	DURATION[0]
SECOND	wh_main_vmp_feasting_on_the_smallfolk	367	wh_main_payload_event_feasting_on_the_smallfolk_second	DURATION[3]
SECOND	wh2_dlc09_tmb_settra_the_crown_of_nehekhara_stage_3	371289479	wh2_dlc09_settra_skeleton_rank_payload	DURATION[10]
THIRD	wh2_dlc10_nor_monster_hunt_11_dilemma_reward	371799198	wh_dlc08_dummy_hound_allegiance	DURATION[0]
FIRST	wh2_main_lzd_one_shot	371961448	TREASURY	AMOUNT[-2000]
SECOND	wh2_dlc08_confederate_wh2_main_nor_skeggi	372976193	TEXT_DISPLAY	LOOKUP[dummy_enemy_leader_killed]
FIRST	wh_main_vmp_feasting_on_the_smallfolk	373	TARGET	EVENT
FIRST	wh_dlc08_nor_eager_for_blood	374514681	wh_dlc08_payload_eager_for_blood_first	DURATION[20]
FIRST	wh_dlc07_brt_confederation_artois	374980528	TEXT_DISPLAY	LOOKUP[dummy_chivalry_confederation_cost_low]
FIRST	wh_main_vmp_legacy_of_nagash	376	wh_main_payload_event_legacy_of_nagash_first	DURATION[3]
SECOND	wh2_main_dilemma_loyalty_skv_call_of_the_horned_rat_1	377329722	wh2_main_dilemma_loyalty_skv_call_of_the_horned_rat_1_b_all_morale_up	DURATION[20]
SECOND	wh_main_vmp_legacy_of_nagash	378	wh_main_payload_event_legacy_of_nagash_second	DURATION[3]
FIRST	wh2_main_dilemma_loyalty_positive_def_the_alchemist	37955965	LOYALTY	AMOUNT[-3]
THIRD	wh2_main_hef_intrigue_favour_of_the_phoenix	380658869	wh2_main_hef_intrigue_favour_of_the_phoenix_third	DURATION[5]
SECOND	wh_main_vmp_legacy_of_nagash	383	TREASURY	AMOUNT[-2000]
SECOND	wh2_main_dilemma_loyalty_positive_def_assassin	386892867	CHARACTER_EXPERIENCE	AMOUNT[2000]
FIRST	wh_main_vmp_the_prince_of_nothing	389	wh_main_payload_event_the_prince_of_nothing_first	DURATION[3]
THIRD	wh_dlc08_nor_monster_hunt_3_dilemma_reward	389092063	wh_dlc08_dummy_hound_allegiance	DURATION[0]
SECOND	wh2_dlc09_tmb_dilemma_liche_priest	390348143	wh2_dlc09_payload_dilemma_liche_priest_second	DURATION[10]
FIRST	wh2_main_dilemma_loyalty_skv_pestilential_proposition_1	392076779	wh2_main_dilemma_loyalty_skv_pestilential_proposition_1_first	DURATION[1]
SECOND	wh_main_vmp_the_prince_of_nothing	393	wh_main_payload_morale_all	DURATION[3]
FIRST	wh2_main_dilemma_loyalty_skv_what_we_do_in_the_shadows_2_a	393797127	TARGET	EVENT
FIRST	wh_dlc08_nor_avalanche	395606143	wh_dlc08_payload_avalanche_first	DURATION[10]
FIRST	wh_dlc07_brt_confederation_bastonne	398383572	TEXT_DISPLAY	LOOKUP[dummy_chivalry_confederation_cost_low]
FIRST	wh_main_vmp_an_enemy_within	401	wh_main_payload_event_an_enemy_within_first	DURATION[2]
FIRST	wh_dlc08_nor_grim_visions	403902979	wh_dlc08_payload_grim_visions_first	DURATION[10]
SECOND	wh_main_vmp_an_enemy_within	407	wh_main_payload_event_an_enemy_within_second	DURATION[2]
FIRST	wh_main_vmp_the_bloody_princes	411	wh_main_payload_morale_versus_empire	DURATION[3]
FIRST	wh2_main_dilemma_loyalty_skv_call_of_the_horned_rat_2_a	411408538	LOYALTY	AMOUNT[1]
SECOND	wh2_dlc10_sword_of_khaine_lv1	411494165	TEXT_DISPLAY	LOOKUP[dummy_sword_will_be_lost]
SECOND	wh_main_vmp_the_bloody_princes	412	wh_main_payload_event_the_prince_of_nothing_first	DURATION[3]
FOURTH	wh2_main_hef_intrigue_the_court_of_many_kings	412147669	INFLUENCE	AMOUNT[-7]
SECOND	wh_main_dwf_empire_in_flames	413	DIPLOMATIC_STANDING	AMOUNT[-1]
SECOND	wh2_main_hef_intrigue_in_fighting	414390955	INFLUENCE	AMOUNT[-8]
SECOND	wh_main_dwf_empire_in_flames	415	TARGET	AMOUNT[1000]
THIRD	wh2_dlc10_nor_monster_hunt_9_dilemma_reward	418703525	wh_dlc08_dummy_hound_allegiance	DURATION[0]
FIRST	wh2_main_hef_intrigue_retainer_of_power	419004324	INFLUENCE	AMOUNT[35]
FIRST	wh2_main_hef_intrigue_wed_to_etiquette	41950872	wh2_main_hef_intrigue_wed_to_etiquette_first	DURATION[5]
SECOND	wh_main_emp_tax_riots	42	wh_main_payload_taxes	DURATION[4]
FIRST	wh_dlc07_brt_confederation_carcassonne	422531909	TEXT_DISPLAY	LOOKUP[dummy_confederate_carcassonne]
FIRST	wh_dlc03_bst_blood_or_flesh	426	wh_dlc03_payload_blood_of_empire	DURATION[10]
THIRD	wh2_main_hef_intrigue_you_can_dance	426230293	wh2_main_hef_intrigue_you_can_dance_third	DURATION[5]
FIRST	wh2_main_lzd_blood_sacrifice	428094703	wh2_main_lzd_blood_sacrifice_first	DURATION[8]
SECOND	wh2_main_lzd_skilled_forces	428783492	wh2_main_lzd_skilled_forces_second	DURATION[5]
SECOND	wh2_main_lzd_the_greater_good	433129349	wh2_main_lzd_the_greater_good_second	DURATION[5]
SECOND	wh_dlc03_bst_blood_or_flesh	434	wh_dlc03_payload_blood_of_bretonnia	DURATION[10]
FIRST	wh_dlc03_bst_command_of_the_herd	435	wh_dlc03_payload_removed_horns	DURATION[5]
FIRST	wh2_dlc11_cst_dilemma_great_golden_idol	438619711	DIPLOMATIC_STANDING	AMOUNT[-6]
SECOND	wh_dlc03_bst_command_of_the_herd	441	wh_dlc03_payload_beastlords_execution	DURATION[5]
FIRST	wh_dlc03_bst_dont_lick_a_toad	442	wh_dlc03_payload_jabberslythe_battle	DURATION[4]
SECOND	wh2_dlc08_confederate_wh_dlc08_nor_wintertooth	442600251	DIPLOMATIC_STANDING	AMOUNT[-3]
FIRST	wh_dlc03_bst_gaze_of_darkness	445	TREASURY	AMOUNT[2000]
FIRST	wh2_dlc11_dilemma_neo_encounter_at_sea_2_c	445443244	TEXT_DISPLAY	LOOKUP[dummy_wh2_dlc11_neo_counter_fight_chance]
THIRD	wh2_dlc09_agent_choice	445844700	SPAWN_AGENT	AGENT[wizard];AP_FACTOR[1.0]
SECOND	wh2_main_dilemma_loyalty_positive_skv_a_noise_problem	446016119	CHARACTER_EXPERIENCE	AMOUNT[2000]
SECOND	wh_dlc07_brt_confederation_parravon	45421999	TEXT_DISPLAY	LOOKUP[dummy_confederate_parravon]
FIRST	wh2_dlc11_cst_dilemma_shyish_wanes	454334700	wh2_dlc11_payload_dilemma_shyish_wanes_first	DURATION[10]
SECOND	wh_dlc03_bst_gaze_of_darkness	455	wh_dlc03_payload_assured_leadership	DURATION[5]
FIRST	wh2_main_dilemma_loyalty_positive_skv_connivers	455334933	LOYALTY	AMOUNT[-5]
SECOND	wh2_main_dilemma_loyalty_def_sorceror_delinquent_1	461483987	wh2_main_dilemma_loyalty_def_sorceror_delinquent_payload	DURATION[20];GLOBAL
SECOND	wh2_main_dilemma_loyalty_def_price_of_treachery_1	46194968	TARGET	EVENT
FIRST	wh_dlc03_bst_gluttony	464	wh_dlc03_payload_gluttony	DURATION[5]
FIRST	wh2_dlc11_cst_dilemma_great_golden_idol	464704470	TREASURY	AMOUNT[2500]
SECOND	wh2_main_dilemma_encounter_at_sea_2	471812152	TEXT_DISPLAY	LOOKUP[dummy_wh2_main_campaign_encounter]
SECOND	wh_dlc03_bst_gluttony	472	wh_dlc03_payload_chaos_corruption	DURATION[5]
FOURTH	wh2_main_dilemma_loyalty_positive_def_the_black_council	472523594	CHARACTER_EXPERIENCE	AMOUNT[2000]
FIRST	wh2_main_dilemma_loyalty_def_the_purge_1	474476386	TARGET	EVENT
SECOND	wh2_main_dilemma_loyalty_positive_def_the_relic	474678349	wh2_main_dilemma_loyalty_positive_def_relic_2	DURATION[5]
FIRST	wh2_main_dilemma_loyalty_positive_skv_item_of_power	47645268	ADD_ANCILLARY	RANDOM_ANCILLARY;TARGET_OWNING_FACTION
FIRST	wh_dlc03_bst_into_the_heart_of_the_dark	479	wh_dlc03_payload_chaos_corruption	DURATION[5]
SECOND	wh_dlc03_bst_into_the_heart_of_the_dark	483	wh_dlc03_payload_shamans_magic	DURATION[10]
SECOND	wh2_main_hef_intrigue_court_of_the_sea	486520770	INFLUENCE	AMOUNT[10]
FIRST	wh_dlc03_bst_ruinous_rituals	488	wh_dlc03_payload_sacrificed_warriors	DURATION[5]
FIRST	wh2_main_dilemma_loyalty_def_the_purge_1	488364602	wh_main_effect_campaign_enable_attrition	DURATION[1]
SECOND	wh2_dlc09_tmb_dilemma_eternal_servitude	48995836	wh2_dlc09_payload_dilemma_eternal_servitude_second	DURATION[10]
SECOND	wh_main_emp_the_brass_sentinel_speaks	49	wh_main_payload_chaos_corruption	DURATION[5]
SECOND	wh2_main_lzd_magic_for_blades	491424665	TEXT_DISPLAY	LOOKUP[dummy_do_nothing]
FIRST	wh2_main_hef_intrigue_the_would_be_suitor	491479864	INFLUENCE	AMOUNT[-10]
SECOND	wh2_main_dilemma_encounter_at_sea_4_a	492549515	TEXT_DISPLAY	LOOKUP[dummy_wh2_main_campaign_encounter]
FIRST	wh2_main_dilemma_loyalty_skv_pestilential_proposition_2_a	493111923	wh2_main_dilemma_loyalty_skv_pestilential_proposition_1_first	DURATION[1]
SECOND	wh_dlc03_bst_ruinous_rituals	494	TREASURY	AMOUNT[1000]
SECOND	wh2_main_dilemma_loyalty_def_sorceror_delinquent_1	494307656	TARGET	EVENT
FOURTH	wh2_main_dilemma_ritual_of_vaul_4	494913272	ADD_ANCILLARY	ANCILLARY_KEY[wh2_main_anc_talisman_diamond_guardian_phoenix]
FIRST	wh2_main_dilemma_loyalty_skv_pestilential_proposition_1	497370826	LOYALTY	AMOUNT[1]
SECOND	wh2_main_def_names_of_power_ar_4_beast	497655146	GIVE_TRAIT	TRAIT_KEY[wh2_main_trait_def_name_of_power_ar_06_fangshield]
FIRST	wh2_main_dilemma_loyalty_skv_moulder_and_scurry_2_b	500690552	LOYALTY	AMOUNT[1]
FIRST	wh_dlc07_brt_confederation_parravon	501903112	TEXT_DISPLAY	LOOKUP[dummy_chivalry_confederation_cost_low]
SECOND	wh2_main_dilemma_loyalty_positive_def_the_black_council	503512583	wh2_main_dilemma_loyalty_positive_def_black_council_2	DURATION[10]
FIRST	wh_dlc03_bst_the_brayherd_calls	504	wh_dlc03_payload_answering_the_brayherd	DURATION[5]
SECOND	wh2_dlc08_confederate_wh_main_nor_varg	504238209	DIPLOMATIC_STANDING	AMOUNT[-3]
SECOND	wh2_dlc08_confederate_wh_main_nor_aesling	505272547	DIPLOMATIC_STANDING	AMOUNT[-3]
