battle_set_piece_armies_junctions_tables	0
wh_pro01_qb_dwf_grombrindal_armour_of_glimril_scales_stage_3_marbads_tomb_attacker_2	wh_pro01_qb_dwf_grombrindal_armour_of_glimril_stage_3_marbads_tomb_b
wh_pro01_qb_dwf_grombrindal_armour_of_glimril_scales_stage_3_marbads_tomb_attacker_3_b	wh_pro01_qb_dwf_grombrindal_armour_of_glimril_stage_3_marbads_tomb_b
wh_pro01_qb_dwf_grombrindal_armour_of_glimril_scales_stage_3_marbads_tomb_attacker_4_b	wh_pro01_qb_dwf_grombrindal_armour_of_glimril_stage_3_marbads_tomb_b
wh_pro01_qb_dwf_grombrindal_armour_of_glimril_scales_stage_3_marbads_tomb_player_alt	wh_pro01_qb_dwf_grombrindal_armour_of_glimril_stage_3_marbads_tomb_b
wh_pro01_qb_dwf_grombrindal_armour_of_glimril_scales_stage_3_marbads_tomb_attacker_1	wh_pro01_qb_dwf_grombrindal_armour_of_glimril_stage_3_marbads_tomb
wh_pro01_qb_dwf_grombrindal_armour_of_glimril_scales_stage_3_marbads_tomb_attacker_2	wh_pro01_qb_dwf_grombrindal_armour_of_glimril_stage_3_marbads_tomb
wh_pro01_qb_dwf_grombrindal_armour_of_glimril_scales_stage_3_marbads_tomb_attacker_3	wh_pro01_qb_dwf_grombrindal_armour_of_glimril_stage_3_marbads_tomb
wh_pro01_qb_dwf_grombrindal_armour_of_glimril_scales_stage_3_marbads_tomb_attacker_4	wh_pro01_qb_dwf_grombrindal_armour_of_glimril_stage_3_marbads_tomb
wh_pro01_qb_dwf_grombrindal_armour_of_glimril_scales_stage_3_marbads_tomb_player	wh_pro01_qb_dwf_grombrindal_armour_of_glimril_stage_3_marbads_tomb
wh_pro01_qb_dwf_grombrindal_rune_axe_of_grimnir_stage_3_golden_monolith_attacker_1	wh_pro01_qb_dwf_grombrindal_rune_axe_of_grimnir_stage_3_golden_monolith
wh_pro01_qb_dwf_grombrindal_rune_axe_of_grimnir_stage_3_golden_monolith_attacker_2	wh_pro01_qb_dwf_grombrindal_rune_axe_of_grimnir_stage_3_golden_monolith
wh_pro01_qb_dwf_grombrindal_rune_axe_of_grimnir_stage_3_golden_monolith_attacker_3	wh_pro01_qb_dwf_grombrindal_rune_axe_of_grimnir_stage_3_golden_monolith
wh_pro01_qb_dwf_grombrindal_rune_axe_of_grimnir_stage_3_golden_monolith_player	wh_pro01_qb_dwf_grombrindal_rune_axe_of_grimnir_stage_3_golden_monolith
wh_pro01_qb_dwf_grombrindal_rune_cloak_of_valaya_stage_3_todtheim_attacker_1	wh_pro01_qb_dwf_grombrindal_rune_cloak_of_valaya_stage_3_todtheim
wh_pro01_qb_dwf_grombrindal_rune_cloak_of_valaya_stage_3_todtheim_attacker_2	wh_pro01_qb_dwf_grombrindal_rune_cloak_of_valaya_stage_3_todtheim
wh_pro01_qb_dwf_grombrindal_rune_cloak_of_valaya_stage_3_todtheim_attacker_3	wh_pro01_qb_dwf_grombrindal_rune_cloak_of_valaya_stage_3_todtheim
wh_pro01_qb_dwf_grombrindal_rune_cloak_of_valaya_stage_3_todtheim_player	wh_pro01_qb_dwf_grombrindal_rune_cloak_of_valaya_stage_3_todtheim
wh_pro01_qb_dwf_grombrindal_rune_helm_of_zhufbar_stage_4_thundering_falls_ally_1	wh_pro01_qb_dwf_grombrindal_rune_helm_of_zhufbar_stage_4_thundering_falls
wh_pro01_qb_dwf_grombrindal_rune_helm_of_zhufbar_stage_4_thundering_falls_attacker_1	wh_pro01_qb_dwf_grombrindal_rune_helm_of_zhufbar_stage_4_thundering_falls
wh_pro01_qb_dwf_grombrindal_rune_helm_of_zhufbar_stage_4_thundering_falls_attacker_2	wh_pro01_qb_dwf_grombrindal_rune_helm_of_zhufbar_stage_4_thundering_falls
wh_pro01_qb_dwf_grombrindal_rune_helm_of_zhufbar_stage_4_thundering_falls_attacker_3	wh_pro01_qb_dwf_grombrindal_rune_helm_of_zhufbar_stage_4_thundering_falls
wh_pro01_qb_dwf_grombrindal_rune_helm_of_zhufbar_stage_4_thundering_falls_attacker_4	wh_pro01_qb_dwf_grombrindal_rune_helm_of_zhufbar_stage_4_thundering_falls
wh_pro01_qb_dwf_grombrindal_rune_helm_of_zhufbar_stage_4_thundering_falls_player	wh_pro01_qb_dwf_grombrindal_rune_helm_of_zhufbar_stage_4_thundering_falls
wh_pro02_qb_vmp_isabella_von_carstein_blood_chalice_of_bathori_stage_3_defender_1	wh_pro02_qb_vmp_isabella_von_carstein_blood_chalice_of_bathori_stage_3_the_dead_wood
wh_pro02_qb_vmp_isabella_von_carstein_blood_chalice_of_bathori_stage_3_player	wh_pro02_qb_vmp_isabella_von_carstein_blood_chalice_of_bathori_stage_3_the_dead_wood
wh_pro02_qb_vmp_isabella_von_carstein_blood_chalice_of_bathori_stage_5_defender_1	wh_pro02_qb_vmp_isabella_von_carstein_blood_chalice_of_bathori_stage_5_marbads_tomb
wh_pro02_qb_vmp_isabella_von_carstein_blood_chalice_of_bathori_stage_5_defender_2	wh_pro02_qb_vmp_isabella_von_carstein_blood_chalice_of_bathori_stage_5_marbads_tomb
wh_pro02_qb_vmp_isabella_von_carstein_blood_chalice_of_bathori_stage_5_player	wh_pro02_qb_vmp_isabella_von_carstein_blood_chalice_of_bathori_stage_5_marbads_tomb
