building_level_armed_citizenry_junctions_tables	1
wh2_dlc09_special_settlement_karaz_a_karak_tmb_4	1034404227	wh2_dlc09_tmb_mon_tomb_scorpion_0
wh2_main_special_settlement_itza_other_lzd_4	1034711557	wh2_main_lzd_mon_stegadon_0
wh2_main_special_settlement_the_awakening_skv_5	1035082036	wh2_main_skv_cha_warlock_engineer
wh_main_dwf_outpostnorsca_major_4	1035522484	wh_main_dwf_inf_longbeards
wh2_main_special_fortress_gate_unicorn_untainted_2	1035728389	wh2_dlc09_tmb_mon_carrion_0
wh2_main_special_settlement_khemri_hef_3	1035778328	wh2_main_hef_inf_archers_1
wh2_dlc11_vampirecoast_settlement_major_1	1036192870	wh2_dlc11_cst_inf_zombie_gunnery_mob_0
wh2_dlc09_special_settlement_pyramid_of_nagash_lzd_2	1036261188	wh2_main_lzd_inf_skink_cohort_0
wh2_main_special_settlement_couronne_skv_2	1036325730	wh2_main_skv_inf_clanrats_1
wh2_main_skv_outpostnorsca_major_1	1036355761	wh2_main_skv_inf_clanrats_0
wh2_main_rogue_outpostnorsca_minor_coast_3	1036426533	wh_main_brt_cav_mounted_yeomen_1
wh2_dlc09_tmb_outpostnorsca_major_1	103653473	wh2_dlc09_tmb_inf_skeleton_spearmen_0
wh_main_emp_outpostnorsca_minor_3_coast	1036536042	wh_main_emp_inf_swordsmen
wh2_dlc11_cst_outpostnorsca_minor_3_coast	1036600529	wh2_dlc11_cst_inf_zombie_deckhands_mob_0
wh2_dlc09_special_settlement_itza_tmb_5	1036695159	wh2_dlc09_tmb_inf_tomb_guard_0
wh2_dlc09_tmb_outpostnorsca_minor_2	1036784727	wh2_dlc09_tmb_inf_skeleton_archers_0
wh2_main_rogue_outpostnorsca_major_coast_1	1036872247	wh_main_grn_cav_goblin_wolf_riders_0
wh2_main_rogue_settlement_major_coast_3	1036944782	wh2_main_skv_mon_rat_ogres
wh2_main_special_settlement_hellpit_5	1036956990	wh2_main_skv_inf_clanrat_spearmen_1
wh2_main_special_settlement_castle_drakenhof_lzd_5	1037033275	wh2_main_lzd_cha_saurus_scar_veteran_0
wh_main_special_settlement_castle_drakenhof_5_emp	1037246904	wh_main_emp_cha_captain_0
wh2_main_def_outpostnorsca_major_3_coast	1037396213	wh2_main_def_inf_dreadspears_0
wh2_main_rogue_outpostnorsca_major_coast_1	1037480841	wh_dlc04_emp_cav_knights_blazing_sun_0
wh_main_brt_outpostnorsca_major_3_coast	1037553389	wh_main_brt_cav_mounted_yeomen_0
wh_main_vmp_outpostnorsca_major_4_coast	1037643250	wh_main_vmp_cha_vampire_0
wh2_main_special_settlement_colony_major_other_3	103771220	wh2_main_lzd_cha_saurus_scar_veteran_0
wh2_main_rogue_outpostnorsca_major_coast_3	1037746729	wh2_main_skv_mon_rat_ogres
wh2_main_special_settlement_naggarond_skv_2	1037850565	wh2_main_skv_mon_rat_ogres
wh_main_nor_settlement_major_4_coast	1037930327	wh_dlc08_nor_mon_chaos_ice_trolls
wh2_main_special_settlement_gaean_vale_savage_3	1037982063	wh_main_grn_inf_savage_orc_big_uns
wh2_main_special_settlement_castle_drakenhof_skv_3	103800006	wh2_main_skv_mon_rat_ogres
wh2_dlc09_special_settlement_pyramid_of_nagash_skv_3	103814868	wh2_main_skv_mon_rat_ogres
wh2_main_rogue_settlement_major_2	1038338090	wh2_main_hef_inf_archers_0
wh_main_brt_outpostnorsca_major_3	1038434369	wh_main_brt_inf_peasant_bowmen
wh2_dlc11_vampirecoast_settlement_minor_coast_2	1038481171	wh2_dlc11_cst_inf_zombie_deckhands_mob_0
wh2_main_rogue_outpostnorsca_minor_coast_1	1038485552	wh_main_emp_cav_outriders_1
wh2_main_special_fortress_gate_unicorn_wef_1	1038501236	wh_dlc05_wef_mon_treekin_0
wh2_main_special_fortress_gate_griffon_cst_5	1038585649	wh2_dlc11_cst_mon_animated_hulks_0
wh2_main_special_settlement_hexoatl_norsca_5	1038588949	wh_main_nor_inf_chaos_marauders_0
wh2_dlc11_vampirecoast_defence_walls_2	1038746135	wh2_dlc11_cst_mon_mournguls_0
wh2_main_rogue_outpostnorsca_minor_coast_1	1038811764	wh_dlc04_emp_inf_free_company_militia_0
wh2_dlc09_special_settlement_lahmia_tmb_5	1038836719	wh2_dlc09_tmb_inf_skeleton_archers_0
wh_main_emp_outpostnorsca_minor_1	1039032745	wh_main_emp_inf_spearmen_0
wh_main_dwf_outpostnorsca_minor_2	1039130372	wh_main_dwf_inf_miners_0
wh2_dlc09_special_settlement_pyramid_of_nagash_grn_2	1039361668	wh_main_grn_inf_orc_boyz
wh2_main_rogue_settlement_minor_1	1039553602	wh_dlc07_brt_inf_battle_pilgrims_0
wh2_dlc09_tmb_settlement_major_1	1039592631	wh2_dlc09_tmb_inf_skeleton_archers_0
wh2_main_special_settlement_lahmia_norsca_4	1039814771	wh_dlc08_nor_inf_marauder_champions_0
wh2_main_special_fortress_gate_eagle_cst_5	103991127	wh2_dlc11_cst_inf_depth_guard_0
wh2_main_special_settlement_the_awakening_lzd_5	1040099446	wh2_main_lzd_inf_temple_guards
wh2_main_special_settlement_lahmia_savage_3	1040230734	wh_main_grn_inf_savage_orc_big_uns
wh2_main_special_settlement_skavenblight_other_2	1040235083	wh2_main_def_inf_darkshards_1
wh2_main_rogue_outpostnorsca_major_2	1040298144	wh_main_dwf_inf_irondrakes_2
wh2_main_special_settlement_lahmia_dwf_3	1040428091	wh_main_dwf_inf_thunderers_0
wh2_main_rogue_outpostnorsca_minor_3	1040702765	wh_main_grn_mon_trolls
wh2_main_special_settlement_lothern_def_2	1040748177	wh2_main_def_inf_darkshards_1
wh2_main_rogue_outpostnorsca_major_coast_1	1040860977	wh_main_dwf_inf_slayers
wh_main_emp_outpostnorsca_major_4	1040868348	wh_main_emp_inf_handgunners
wh_main_grn_outpostnorsca_major_5_coast_skarsnik	1040870583	wh_main_grn_mon_trolls
wh2_dlc11_cst_outpostnorsca_minor_3_coast	104104775	wh2_dlc11_cst_inf_zombie_deckhands_mob_0
wh2_main_special_settlement_karaz_a_karak_def_3	1041073394	wh2_main_def_cha_death_hag_0
wh2_main_special_settlement_lahmia_dwf_3	1041143190	wh_main_dwf_cha_thane
wh2_main_special_settlement_athel_loren_grn_3	1041147015	wh_main_grn_inf_orc_big_uns
wh2_main_special_fortress_gate_unicorn_untainted_3	1041189005	wh2_dlc09_tmb_inf_skeleton_archers_0
wh2_dlc09_tmb_settlement_minor_2	1041249521	wh2_dlc09_tmb_inf_skeleton_archers_0
wh2_main_special_settlement_lahmia_skv_2	1041458221	wh2_main_skv_inf_clanrats_1
wh2_dlc11_special_settlement_galleons_graveyard_1	1041557017	wh2_dlc11_cst_inf_depth_guard_0
wh2_main_special_settlement_itza_other_lzd_5	1041632272	wh2_main_lzd_inf_temple_guards
wh2_main_rogue_settlement_major_coast_2	1041722164	wh2_main_hef_inf_spearmen_0
wh2_main_special_settlement_itza_hef_2	1041739957	wh2_main_hef_inf_spearmen_0
wh2_main_special_settlement_khemri_def_5	1041843877	wh2_main_def_inf_black_ark_corsairs_1
wh2_main_special_settlement_itza_other_lzd_3	1041915536	wh2_main_lzd_mon_terradon_0
wh2_main_rogue_settlement_minor_coast_2	1041964080	wh2_main_def_cav_cold_one_chariot
wh2_dlc09_special_settlement_pyramid_of_nagash_dwf_3	1042554278	wh_main_dwf_inf_quarrellers_0
wh_main_nor_settlement_major_2	1042691298	wh_main_nor_inf_chaos_marauders_0
wh2_main_special_settlement_the_awakening_grn_1	1042706412	wh_main_grn_inf_goblin_spearmen
wh2_main_rogue_settlement_minor_coast_1	1042764483	wh_dlc03_bst_inf_razorgor_herd_0
wh2_main_special_settlement_khemri_cst_3	1042919770	wh2_dlc11_cst_inf_depth_guard_1
wh2_main_rogue_settlement_minor_2	1043250717	wh2_main_def_inf_shades_2
wh2_main_special_fortress_gate_phoenix_untainted_5	1043444781	wh2_dlc09_tmb_inf_skeleton_archers_0
wh2_main_special_settlement_skavenblight_other_3	1043529535	wh2_main_def_inf_dreadspears_0
wh_main_grn_outpostnorsca_major_5	1043610319	wh_main_grn_cha_goblin_big_boss_0
wh2_main_special_clar_karond_lairs_vmp	1043641809	wh_main_vmp_mon_terrorgheist
wh2_main_special_settlement_athel_loren_rogue_1	1043787663	wh_main_grn_mon_giant
wh2_main_special_settlement_athel_loren_savage_3	1043835714	wh_main_grn_cav_savage_orc_boar_boyz
wh2_main_special_settlement_lahmia_dwf_4	1043855115	wh_main_dwf_inf_longbeards_1
wh2_dlc09_special_settlement_lothern_tmb_5	1044360687	wh2_dlc09_tmb_veh_khemrian_warsphinx_0
wh_dlc05_special_settlement_hexoatl_1_wef	104439844	wh_dlc05_wef_cav_hawk_riders_0
wh2_main_special_settlement_athel_loren_norsca_1	1044432474	wh_main_nor_inf_chaos_marauders_1
wh2_main_hef_settlement_major_4_coast	1044483786	wh2_main_hef_cha_noble_0
wh2_main_rogue_settlement_major_3	1044489685	wh_dlc05_wef_inf_deepwood_scouts_1
wh2_main_special_settlement_colony_major_other_3	1044613942	wh2_dlc09_tmb_inf_nehekhara_warriors_0
wh2_main_special_settlement_altdorf_skv_5	1045074640	wh2_main_skv_art_plagueclaw_catapult
wh2_main_special_settlement_karaz_a_karak_skv_2	104527197	wh2_main_skv_inf_clanrats_1
wh2_main_special_settlement_colony_minor_other_2	1045302834	wh2_dlc09_tmb_inf_skeleton_archers_0
wh2_dlc09_special_settlement_pyramid_of_nagash_grn_1	1045373530	wh_main_grn_inf_goblin_spearmen
wh2_main_special_settlement_black_crag_brt_5	1045538667	wh_main_brt_cha_paladin_0
wh2_main_special_settlement_colony_major_other_3	1045673993	wh_main_nor_inf_chaos_marauders_0
wh2_main_rogue_outpostnorsca_minor_1	1045686695	wh2_main_skv_mon_hell_pit_abomination
wh2_main_special_settlement_naggarond_hef_5	1045708941	wh2_main_hef_inf_lothern_sea_guard_1
wh2_main_special_settlement_itza_norsca_4	1045831723	wh_dlc08_nor_mon_chaos_ice_trolls
wh2_main_special_settlement_karaz_a_karak_skv_2	1045878697	wh2_main_skv_inf_clanrats_1
wh2_main_special_fortress_gate_griffon_untainted_5	1045923884	wh2_dlc09_tmb_mon_tomb_scorpion_0
wh2_main_special_settlement_lahmia_savage_2	1046116223	wh_main_grn_inf_savage_orc_arrer_boyz
wh2_main_special_settlement_hellpit_5	1046133539	wh2_main_skv_inf_clanrat_spearmen_1
wh2_dlc09_special_settlement_itza_tmb_4	1046282370	wh2_dlc09_tmb_inf_tomb_guard_1
wh2_main_rogue_outpostnorsca_major_coast_3	1046561443	wh_dlc05_wef_cav_wild_riders_1
wh2_main_hef_outpostnorsca_minor_3_coast	1046856993	wh2_main_hef_cha_noble_0
wh2_main_special_settlement_khemri_norsca_5	1046887817	wh_dlc08_nor_cha_skin_wolf_werekin_0
wh2_main_special_settlement_khemri_dwf_5	1047215670	wh_main_dwf_inf_longbeards_1
wh2_main_special_fortress_gate_phoenix_untainted_2	1047432189	wh2_dlc09_tmb_inf_skeleton_spearmen_0
wh2_dlc11_vampirecoast_settlement_minor_coast_1	1047503076	wh2_dlc11_cst_inf_zombie_deckhands_mob_0
wh2_main_special_settlement_athel_loren_emp_1	1047547307	wh_main_emp_inf_spearmen_0
wh2_main_rogue_outpostnorsca_minor_coast_2	1047646535	wh_main_emp_art_helstorm_rocket_battery
wh_main_grn_settlement_major_5	1047678447	wh_main_grn_cha_goblin_big_boss_0
wh2_main_special_settlement_the_awakening_grn_5	1047708731	wh_main_grn_inf_night_goblin_archers
wh2_main_rogue_settlement_major_coast_3	1047834171	wh_dlc05_wef_inf_deepwood_scouts_1
wh2_main_special_settlement_couronne_cst_5	1048084216	wh2_dlc11_cst_inf_zombie_gunnery_mob_1
wh2_main_special_settlement_khemri_brt_4	1048123934	wh_main_brt_cav_knights_of_the_realm
wh_main_savage_outpostnorsca_major_3_coast	1048179226	wh_main_grn_inf_savage_orc_arrer_boyz
wh2_main_special_settlement_lothern_def_1	1048223840	wh2_main_def_inf_bleakswords_0
wh2_main_special_settlement_sartosa_hef_5	1048264512	wh2_main_hef_inf_swordmasters_of_hoeth_0
wh2_main_rogue_settlement_minor_coast_3	1048367315	wh_dlc03_bst_inf_ungor_herd_1
wh2_main_lzd_outpostnorsca_minor_3	1048430778	wh2_main_lzd_cha_saurus_scar_veteran_0
wh2_main_special_settlement_sartosa_vmp_5	104868758	wh_main_vmp_inf_grave_guard_0
wh2_main_special_settlement_hexoatl_hef_4	1048740748	wh2_main_hef_inf_lothern_sea_guard_1
wh2_dlc11_special_settlement_galleons_graveyard_5	1048772703	wh2_dlc11_cst_inf_syreens
wh2_main_special_settlement_colony_major_other_5	104887322	wh_main_emp_inf_halberdiers
wh2_main_special_settlement_lothern_skv_2	1048966955	wh2_main_skv_inf_night_runners_1
wh2_main_special_fortress_gate_griffon_cst_3	1048970130	wh2_dlc11_cst_mon_rotting_prometheans_0
wh2_main_special_settlement_hexoatl_norsca_3	1049094368	wh_dlc08_nor_inf_marauder_hunters_0
wh2_dlc09_tmb_settlement_major_5	104920695	wh2_dlc09_tmb_inf_tomb_guard_0
wh2_main_special_settlement_gaean_vale_lzd_2	1049214479	wh2_main_lzd_inf_saurus_spearmen_1
wh2_main_special_settlement_khemri_def_2	1049586874	wh2_main_def_inf_dreadspears_0
wh2_main_special_settlement_lahmia_cst_3	1049933367	wh2_dlc11_cst_inf_zombie_gunnery_mob_1
wh2_dlc09_tmb_outpostnorsca_major_3_coast	1049952762	wh2_dlc09_tmb_inf_nehekhara_warriors_0
wh2_main_rogue_outpostnorsca_minor_3	1049965573	wh_dlc04_emp_inf_free_company_militia_0
wh2_main_special_settlement_khemri_vmp_1	1050010826	wh_main_vmp_mon_fell_bats
wh2_main_special_settlement_hexoatl_other_lzd_3	1050093790	wh2_main_lzd_mon_kroxigors
wh2_dlc09_tmb_settlement_major_coast_4	1050149112	wh2_dlc09_tmb_cav_necropolis_knights_0
wh2_main_special_settlement_khemri_def_3	105026384	wh2_main_def_inf_dreadspears_0
wh2_main_rogue_settlement_minor_coast_3	1050457999	wh2_main_def_cav_cold_one_chariot
wh2_main_rogue_outpostnorsca_minor_coast_1	1050522799	wh_main_emp_cav_outriders_0
wh2_main_hef_outpostnorsca_minor_1	105053409	wh2_main_hef_inf_spearmen_0
wh2_dlc09_tmb_outpostnorsca_minor_3	1050562858	wh2_dlc09_tmb_inf_skeleton_archers_0
wh2_main_special_settlement_lothern_cst_3	1050650433	wh2_dlc11_cst_inf_zombie_deckhands_mob_0
wh2_main_special_settlement_skavenblight_other_1	105070746	wh_main_emp_inf_spearmen_0
wh2_dlc09_special_black_tower_of_arkhan	1050741442	wh2_dlc09_tmb_inf_tomb_guard_1
wh2_main_rogue_outpostnorsca_minor_3	1050782501	wh_main_vmp_inf_crypt_ghouls
wh2_main_special_settlement_skavenblight_norsca_1	1051117948	wh_dlc08_nor_inf_marauder_champions_0
wh2_main_special_settlement_itza_skv_1	1051222373	wh2_main_skv_inf_clanrats_0
wh2_main_special_settlement_lahmia_skv_3	1051223454	wh2_main_skv_mon_rat_ogres
wh2_main_special_settlement_colony_major_hef_5	1051255939	wh2_main_hef_art_eagle_claw_bolt_thrower
wh2_main_lzd_outpostnorsca_major_5_coast	1051367847	wh2_main_lzd_inf_skink_cohort_1
wh2_main_rogue_settlement_major_1	1051633817	wh_dlc05_wef_mon_treekin_0
wh_main_brt_outpostnorsca_major_1_coast	105195027	wh_dlc07_brt_inf_spearmen_at_arms_1
wh2_main_rogue_outpostnorsca_major_2	10520165	wh_main_grn_inf_goblin_spearmen
wh2_main_special_settlement_lahmia_brt_2	1052164666	wh_main_brt_inf_peasant_bowmen
wh2_dlc09_special_settlement_eight_peaks_tmb_3	1052168459	wh2_dlc09_tmb_inf_skeleton_spearmen_0
wh2_main_special_settlement_lahmia_cst_2	1052205231	wh2_dlc11_cst_inf_zombie_deckhands_mob_1
wh2_main_special_settlement_lahmia_def_3	1052488310	wh2_main_def_inf_dreadspears_0
wh2_main_special_settlement_colony_major_other_1	1052647014	wh_main_vmp_inf_skeleton_warriors_0
wh2_main_special_settlement_miragliano_cst_1	1052695016	wh2_dlc11_cst_inf_zombie_gunnery_mob_0
wh2_main_special_fortress_gate_unicorn_untainted_3	1052800767	wh2_dlc09_tmb_mon_tomb_scorpion_0
wh2_main_special_fortress_gate_phoenix_cst_5	1052978913	wh2_dlc11_cst_mon_animated_hulks_0
wh2_main_rogue_outpostnorsca_major_coast_1	1053234145	wh2_main_def_cav_cold_one_knights_1
wh2_main_rogue_settlement_minor_2	1053494982	wh_main_emp_art_great_cannon
wh2_main_special_settlement_hellpit_other_5	1053520181	wh_main_emp_inf_greatswords
wh2_main_special_settlement_khemri_brt_4	1053532069	wh_main_brt_inf_peasant_bowmen
wh2_main_special_settlement_colony_major_other_1	1053592758	wh2_dlc09_tmb_inf_skeleton_archers_0
wh2_main_special_settlement_naggarond_cst_4	1053806240	wh2_dlc11_cst_inf_depth_guard_1
wh2_main_rogue_settlement_minor_coast_1	1054064398	wh_main_chs_cav_chaos_knights_1
wh_main_nor_settlement_major_5	1054085157	wh_dlc08_nor_inf_marauder_hunters_0
wh2_main_special_settlement_castle_drakenhof_hef_5	1054257393	wh2_main_hef_cha_noble_0
wh2_main_rogue_settlement_major_2	1054335336	wh_dlc07_brt_inf_grail_reliquae_0
wh2_main_special_settlement_colony_minor_other_3	1054366212	wh_main_vmp_inf_crypt_ghouls
wh2_main_rogue_outpostnorsca_major_coast_1	1054397152	wh_main_emp_art_helstorm_rocket_battery
wh_main_nor_settlement_major_3	1054547483	wh_dlc08_nor_mon_chaos_ice_trolls
wh_main_special_settlement_black_crag_3_norsca	1054600091	wh_dlc08_nor_inf_marauder_champions_0
wh2_main_special_settlement_hellpit_other_4	1054670681	wh2_dlc09_tmb_inf_skeleton_archers_0
wh2_main_special_settlement_khemri_lzd_5	1054867961	wh2_main_lzd_mon_kroxigors
wh2_main_special_fortress_gate_phoenix_untainted_3	1054961351	wh2_dlc09_tmb_inf_skeleton_archers_0
wh2_main_special_settlement_khemri_norsca_3	1054997848	wh_dlc08_nor_mon_chaos_ice_trolls
wh2_main_special_settlement_khemri_hef_2	1055343105	wh2_main_hef_inf_spearmen_0
wh_main_brt_outpostnorsca_major_1	1055358528	wh_main_brt_inf_peasant_bowmen
wh_main_brt_outpostnorsca_major_3	1055427665	wh_main_brt_inf_peasant_bowmen
wh_main_vmp_outpostnorsca_major_3	1055430213	wh_main_vmp_inf_crypt_ghouls
wh2_main_rogue_settlement_minor_coast_2	1055456393	wh2_main_hef_inf_archers_1
wh2_main_special_settlement_gaean_vale_brt_3	1055863595	wh_main_brt_cav_knights_of_the_realm
wh2_main_special_settlement_khemri_grn_5	1055908526	wh_main_grn_inf_night_goblin_archers
wh2_main_special_settlement_the_awakening_brt_1	1056313510	wh_main_brt_cav_mounted_yeomen_0
wh2_dlc09_special_settlement_lahmia_tmb_5	1056447071	wh2_dlc09_tmb_inf_tomb_guard_1
wh2_main_rogue_outpostnorsca_major_coast_2	1056595825	wh_dlc01_chs_inf_chosen_2
wh2_main_special_settlement_khemri_brt_5	1056619225	wh_main_brt_inf_peasant_bowmen
wh2_main_special_settlement_skavenblight_cst_2	1056647485	wh2_dlc11_cst_inf_zombie_deckhands_mob_1
wh2_main_special_settlement_lahmia_savage_3	1056702598	wh_main_grn_cha_goblin_big_boss_0
wh2_main_special_settlement_gaean_vale_cst_1	1056723284	wh2_dlc11_cst_inf_zombie_gunnery_mob_0
wh2_main_rogue_settlement_major_2	1056826418	wh_dlc05_wef_mon_great_eagle_0
wh2_main_special_settlement_athel_loren_lzd_2	1057019012	wh2_main_lzd_inf_saurus_warriors_1
wh2_main_rogue_outpostnorsca_minor_1	1057141765	wh2_main_hef_inf_lothern_sea_guard_0
wh2_main_special_settlement_the_awakening_emp_2	105748353	wh_main_emp_inf_swordsmen
wh_main_special_settlement_karaz_a_karak_2_norsca	1057557459	wh_dlc08_nor_inf_marauder_hunters_0
wh2_main_special_settlement_athel_loren_hef_3	105774007	wh2_main_hef_inf_lothern_sea_guard_1
wh2_main_special_har_ganeth_temple_of_khaine_1	1057746269	wh2_main_def_inf_har_ganeth_executioners_0
wh2_main_special_settlement_sartosa_wef_2	1057925949	wh_dlc05_wef_cav_hawk_riders_0
wh2_main_special_settlement_itza_norsca_5	1058066855	wh_dlc08_nor_inf_marauder_champions_0
wh2_main_rogue_settlement_major_1	1058117832	wh2_main_def_cav_cold_one_knights_0
wh2_main_special_settlement_the_awakening_hef_2	105847525	wh2_main_hef_inf_lothern_sea_guard_0
wh2_main_special_settlement_colony_minor_other_2	1058502813	wh2_main_skv_inf_night_runners_0
wh2_main_rogue_settlement_major_coast_2	1058993230	wh_main_emp_cav_outriders_1
wh2_main_special_settlement_hellpit_cst_3	1059133848	wh2_dlc11_cst_inf_depth_guard_1
wh2_main_special_settlement_hexoatl_hef_3	1059215029	wh2_main_hef_inf_archers_1
wh2_main_special_settlement_gaean_vale_savage_3	1059304117	wh_main_grn_inf_savage_orcs
wh2_main_rogue_outpostnorsca_minor_2	1059469164	wh_main_emp_art_mortar
wh2_main_rogue_outpostnorsca_major_coast_2	1059507023	wh_dlc05_wef_inf_waywatchers_0
wh_main_grn_outpostnorsca_major_3_coast_skarsnik	1059532575	wh_main_grn_inf_night_goblins
wh2_main_special_settlement_hexoatl_norsca_5	1059719093	wh_dlc08_nor_mon_chaos_ice_trolls
wh2_main_special_settlement_skavenblight_other_5	1059851894	wh_main_grn_inf_night_goblin_fanatics
wh2_main_special_settlement_lahmia_emp_3	1059909118	wh_main_emp_inf_swordsmen
wh2_main_rogue_outpostnorsca_minor_2	1060070839	wh2_main_def_inf_black_ark_corsairs_0
wh2_main_special_settlement_lahmia_cst_5	1060315812	wh2_dlc11_cst_inf_zombie_gunnery_mob_1
wh2_main_special_settlement_sartosa_cst_4	1060576360	wh2_dlc11_cst_mon_mournguls_0
wh2_main_special_settlement_colony_major_other_1	1060649053	wh_main_dwf_inf_miners_0
wh2_main_special_settlement_lothern_cst_2	1060759879	wh2_dlc11_cst_inf_zombie_deckhands_mob_0
wh2_main_special_settlement_the_awakening_emp_4	1060787839	wh_main_emp_inf_halberdiers
wh_main_dwf_outpostnorsca_major_3_coast	1060840916	wh_main_dwf_inf_quarrellers_0
wh2_main_special_fortress_gate_phoenix_untainted_4	1060974914	wh2_dlc09_tmb_mon_tomb_scorpion_0
wh2_dlc09_special_settlement_karaz_a_karak_tmb_2	1060977027	wh2_dlc09_tmb_inf_skeleton_spearmen_0
wh2_main_special_settlement_hellpit_other_1	1061012819	wh_main_dwf_inf_quarrellers_0
wh2_main_special_settlement_khemri_lzd_4	1061226005	wh2_main_lzd_mon_stegadon_0
wh2_main_special_settlement_couronne_norsca_3	1061228236	wh_main_nor_inf_chaos_marauders_1
wh2_dlc11_special_settlement_galleons_graveyard_4	1061333694	wh2_dlc11_cst_inf_depth_guard_0
wh2_dlc09_special_settlement_pyramid_of_nagash_dwf_2	1061358857	wh_main_dwf_inf_dwarf_warrior_0
wh_main_nor_settlement_major_4	1061420351	wh_dlc08_nor_inf_marauder_hunters_0
wh2_main_rogue_outpostnorsca_major_1	1061446775	wh2_main_def_inf_darkshards_1
wh2_main_special_settlement_colony_minor_other_1	1061478948	wh_main_vmp_mon_dire_wolves
wh2_dlc09_special_settlement_pyramid_of_nagash_grn_5	1061537240	wh_main_grn_inf_night_goblin_archers
wh2_main_def_settlement_major_3	1061564535	wh2_main_def_cha_death_hag_0
wh2_main_rogue_settlement_major_coast_2	1062196520	wh2_main_hef_inf_archers_0
wh2_main_special_settlement_eight_peaks_cst_1	1062239570	wh2_dlc11_cst_inf_zombie_deckhands_mob_0
