unit_variants_colours_tables	2
faction	primary_colour_b	primary_colour_g	primary_colour_r	secondary_colour_b	secondary_colour_g	secondary_colour_r	soldier_type	tertiary_colour_b	tertiary_colour_g	tertiary_colour_r	key	unit_variant
wh_main_brt_bretonnia	25	25	180	14	14	25	soldier	0	0	0	141	wh_main_brt_cav_knights_of_the_realm
wh2_dlc11_cst_shanty_shark_straight_seadogs	255	255	255	0	0	0	soldier	0	0	0	1410627022	wh2_dlc11_cst_cha_mourngul_haunter
wh_main_brt_bretonnia	255	255	255	160	100	50	soldier	255	255	255	1417675258	wh_pro04_brt_cav_knights_errant_ror_0
wh_main_brt_artois	30	30	30	241	241	241	soldier	0	0	0	1418	wh_main_brt_cha_lord_3
wh_main_brt_artois	236	236	245	11	11	139	soldier	0	0	0	1423	wh_main_brt_cha_lord_3
wh_main_brt_artois	25	25	180	14	14	25	soldier	0	0	0	1424	wh_main_brt_cha_lord_3
wh2_main_def_cult_of_pleasure	134	103	71	0	0	0	soldier	0	0	0	1428329968	wh2_dlc10_def_cav_raven_heralds_ror_0
wh_main_brt_bordeleaux	240	210	210	210	240	240	soldier	240	210	210	1430232548	wh_pro04_brt_cav_questing_knights_ror_0
wh_main_brt_artois	18	18	37	64	178	214	soldier	0	0	0	1433	wh_main_brt_cha_lord_3
wh2_dlc11_cst_pirates_of_sartosa	0	0	85	122	119	119	soldier	0	0	0	1434720301	wh2_dlc11_cst_inf_sartosa_free_company_0
wh2_dlc11_cst_pirates_of_sartosa	0	0	85	122	119	119	soldier	0	0	0	1435136708	wh2_dlc11_cst_inf_sartosa_militia_0
wh_main_brt_artois	16	16	132	135	42	37	soldier	0	0	0	1437	wh_main_brt_cha_lord_3
wh2_dlc11_cst_pirates_of_sartosa	48	48	48	0	0	85	soldier	0	0	0	143870874	wh2_dlc11_cst_inf_sartosa_free_company_0
wh2_dlc11_cst_pirates_of_sartosa	48	48	48	0	0	85	soldier	160	100	50	1439124715	wh2_dlc11_cst_inf_sartosa_militia_0
wh_main_brt_artois	239	239	241	75	126	220	soldier	0	0	0	1443	wh_main_brt_cha_lord_3
wh_main_brt_bordeleaux	210	240	240	240	210	210	soldier	210	240	240	1448526629	wh_pro04_brt_cav_questing_knights_ror_0
wh_main_brt_artois	45	193	244	22	26	142	soldier	0	0	0	1450	wh_main_brt_cha_lord_3
wh2_dlc09_tmb_lybaras	58	229	165	77	77	77	soldier	0	0	0	1452387452	wh2_dlc09_tmb_cav_necropolis_knights_ror
wh_main_brt_artois	12	14	134	238	238	246	soldier	0	0	0	1455	wh_main_brt_cha_lord_3
wh_main_brt_artois	239	239	239	36	36	36	soldier	0	0	0	1460	wh_main_brt_cha_lord_3
wh_main_brt_artois	18	16	137	136	43	38	soldier	0	0	0	1464	wh_main_brt_cha_lord_4
wh2_main_lzd_lizardmen	82	33	70	0	0	0	soldier	0	0	0	1466435131	wh2_main_lzd_inf_skink_skirmishers_blessed_0
wh_main_brt_bretonnia	18	18	37	64	178	214	soldier	0	0	0	147	wh_main_brt_cav_knights_of_the_realm
wh_main_brt_artois	136	64	29	243	243	243	soldier	0	0	0	1474	wh_main_brt_cha_lord_4
wh_main_brt_artois	83	201	238	19	19	19	soldier	0	0	0	1484	wh_main_brt_cha_lord_4
wh_main_brt_carcassonne	160	100	50	255	255	255	soldier	160	100	50	148777184	wh_pro04_brt_cav_knights_errant_ror_0
wh2_dlc11_cst_harpoon_the_sunken_land_corsairs	255	255	255	0	0	0	soldier	0	0	0	1489261497	wh2_dlc11_cst_cha_mourngul_haunter
wh_dlc05_wef_wood_elves	190	200	250	0	50	150	soldier	0	50	150	1491736285	wh_pro04_wef_inf_wardancers_ror_0
wh_main_brt_artois	95	35	35	77	171	214	soldier	0	0	0	1493	wh_main_brt_cha_lord_4
wh2_main_hef_nagarythe	0	0	0	44	39	197	soldier	0	0	0	1496948844	wh2_dlc10_hef_inf_the_scions_of_mathlann_ror_0
wh_main_brt_bretonnia	95	35	35	77	171	214	soldier	0	0	0	15	wh_main_brt_cav_grail_knights
wh2_dlc09_tmb_followers_of_nagash	58	229	165	77	77	77	soldier	0	0	0	1500395221	wh2_dlc09_tmb_cav_necropolis_knights_ror
wh_main_brt_artois	23	29	34	18	20	145	soldier	0	0	0	1501	wh_main_brt_cha_lord_4
wh_main_brt_artois	132	41	36	15	15	145	soldier	0	0	0	1506	wh_main_brt_cha_lord_4
wh_main_brt_artois	250	250	250	205	101	42	soldier	0	0	0	1511	wh_main_brt_cha_lord_4
wh2_main_def_dark_elves	94	59	68	0	0	0	soldier	0	0	0	1512687075	wh2_dlc10_def_inf_the_bolt_fiends_ror_0
wh_main_brt_artois	30	30	30	241	241	241	soldier	0	0	0	1515	wh_main_brt_cha_lord_4
wh_dlc08_nor_wintertooth	0	0	117	96	126	165	soldier	0	0	0	1515019540	wh_dlc08_nor_mon_war_mammoth_ror_1
wh_main_brt_artois	236	236	245	11	11	139	soldier	0	0	0	1519	wh_main_brt_cha_lord_4
wh_main_brt_artois	25	25	180	14	14	25	soldier	0	0	0	1522	wh_main_brt_cha_lord_4
wh_main_chs_chaos	14	33	177	10	90	255	soldier	0	0	0	1527496439	wh_pro04_chs_cav_chaos_knights_ror_0
wh_main_brt_artois	18	18	37	64	178	214	soldier	0	0	0	1531	wh_main_brt_cha_lord_4
wh_main_brt_artois	16	16	132	135	42	37	soldier	0	0	0	1536	wh_main_brt_cha_lord_4
wh_main_brt_artois	239	239	241	75	126	220	soldier	0	0	0	1546	wh_main_brt_cha_lord_4
wh_main_brt_artois	45	193	244	22	26	142	soldier	0	0	0	1554	wh_main_brt_cha_lord_4
wh_dlc08_nor_norsca	80	10	240	0	0	170	soldier	0	0	0	1554575909	wh_pro04_nor_mon_fimir_ror_0
wh_main_brt_artois	12	14	134	238	238	246	soldier	0	0	0	1557	wh_main_brt_cha_lord_4
wh_main_brt_artois	239	239	239	36	36	36	soldier	0	0	0	1559	wh_main_brt_cha_lord_4
wh_main_brt_bretonnia	16	16	132	135	42	37	soldier	0	0	0	156	wh_main_brt_cav_knights_of_the_realm
wh2_main_lzd_lizardmen	82	33	70	0	0	0	soldier	0	0	0	156010988	wh2_main_lzd_inf_chameleon_skinks_blessed_0
wh_main_brt_artois	18	16	137	136	43	38	soldier	0	0	0	1566	wh_main_brt_cha_paladin_0
wh_main_brt_bretonnia	239	239	241	75	126	220	soldier	0	0	0	157	wh_main_brt_cav_knights_of_the_realm
wh_main_brt_artois	136	64	29	243	243	243	soldier	0	0	0	1574	wh_main_brt_cha_paladin_0
wh_main_brt_bordeleaux	28	144	193	99	145	46	soldier	0	0	0	1579596808	wh_pro04_brt_inf_battle_pilgrims_ror_0
wh_main_brt_bretonnia	45	193	244	22	26	142	soldier	0	0	0	158	wh_main_brt_cav_knights_of_the_realm
wh_main_brt_artois	83	201	238	19	19	19	soldier	0	0	0	1582	wh_main_brt_cha_paladin_0
wh_main_brt_artois	95	35	35	77	171	214	soldier	0	0	0	1590	wh_main_brt_cha_paladin_0
wh2_main_def_naggarond	134	103	71	0	0	0	soldier	0	0	0	1596492653	wh2_dlc10_def_cav_raven_heralds_ror_0
wh_main_brt_artois	23	29	34	18	20	145	soldier	0	0	0	1599	wh_main_brt_cha_paladin_0
wh2_dlc11_cst_pirates_of_sartosa	0	0	85	48	48	48	soldier	0	0	0	1603555587	wh2_dlc11_cst_inf_sartosa_militia_0
wh_main_brt_artois	132	41	36	15	15	145	soldier	0	0	0	1607	wh_main_brt_cha_paladin_0
wh2_dlc11_cst_pirates_of_sartosa	162	147	96	48	48	48	soldier	0	0	0	1609175230	wh2_dlc11_cst_inf_sartosa_militia_0
wh2_dlc11_cst_rogue_the_churning_gulf_raiders	255	255	255	0	0	0	soldier	0	0	0	1609441748	wh2_dlc11_cst_cha_mourngul_haunter
wh_main_brt_artois	250	250	250	205	101	42	soldier	0	0	0	1611	wh_main_brt_cha_paladin_0
wh2_main_def_cult_of_pleasure	170	185	110	0	0	0	soldier	0	0	0	1615965242	wh2_dlc10_def_cav_knights_of_the_ebon_claw_ror_0
wh_main_brt_artois	30	30	30	241	241	241	soldier	0	0	0	1616	wh_main_brt_cha_paladin_0
wh_main_brt_artois	236	236	245	11	11	139	soldier	0	0	0	1618	wh_main_brt_cha_paladin_0
wh_main_brt_artois	25	25	180	14	14	25	soldier	0	0	0	1623	wh_main_brt_cha_paladin_0
wh_main_brt_artois	18	18	37	64	178	214	soldier	0	0	0	1625	wh_main_brt_cha_paladin_0
wh2_dlc11_cst_pirates_of_sartosa	48	48	48	162	147	96	soldier	255	255	255	1629068408	wh2_dlc11_cst_inf_sartosa_militia_0
wh_main_brt_artois	16	16	132	135	42	37	soldier	0	0	0	1632	wh_main_brt_cha_paladin_0
wh_main_brt_artois	239	239	241	75	126	220	soldier	0	0	0	1635	wh_main_brt_cha_paladin_0
wh_main_brt_carcassonne	0	0	0	255	255	255	soldier	0	0	0	1638546318	wh_pro04_brt_cav_mounted_yeomen_ror_0
wh_main_brt_bretonnia	12	14	134	238	238	246	soldier	0	0	0	164	wh_main_brt_cav_knights_of_the_realm
wh_main_brt_artois	45	193	244	22	26	142	soldier	0	0	0	1642	wh_main_brt_cha_paladin_0
wh_main_brt_artois	12	14	134	238	238	246	soldier	0	0	0	1644	wh_main_brt_cha_paladin_0
wh_main_brt_artois	239	239	239	36	36	36	soldier	0	0	0	1653	wh_main_brt_cha_paladin_0
wh2_main_lzd_last_defenders	82	33	70	0	0	0	soldier	0	0	0	1655859865	wh2_main_lzd_inf_chameleon_skinks_blessed_0
wh_main_brt_artois	18	16	137	136	43	38	soldier	0	0	0	1656	wh_main_brt_cha_paladin_3
wh_main_brt_bretonnia	28	144	193	99	145	46	soldier	0	0	0	1657990828	wh_pro04_brt_inf_battle_pilgrims_ror_0
wh_main_brt_artois	136	64	29	243	243	243	soldier	0	0	0	1658	wh_main_brt_cha_paladin_3
wh2_dlc09_tmb_exiles_of_nehek	186	71	79	109	77	162	soldier	0	0	0	1661019287	wh2_dlc09_tmb_mon_ushabti_ror
wh_main_brt_carcassonne	255	255	255	160	100	50	soldier	255	255	255	1662549766	wh_pro04_brt_cav_knights_errant_ror_0
wh_main_brt_artois	83	201	238	19	19	19	soldier	0	0	0	1665	wh_main_brt_cha_paladin_3
wh_main_brt_bordeleaux	0	0	0	255	255	255	soldier	0	0	0	166561226	wh_pro04_brt_cav_mounted_yeomen_ror_0
wh_main_brt_artois	95	35	35	77	171	214	soldier	0	0	0	1669	wh_main_brt_cha_paladin_3
wh_main_brt_bretonnia	240	210	210	210	240	240	soldier	240	210	210	1669615631	wh_pro04_brt_cav_questing_knights_ror_0
wh2_dlc09_tmb_khemri	186	71	79	109	77	162	soldier	0	0	0	1670923202	wh2_dlc09_tmb_mon_ushabti_ror
wh_main_brt_artois	23	29	34	18	20	145	soldier	0	0	0	1676	wh_main_brt_cha_paladin_3
wh2_dlc11_cst_pirates_of_sartosa	0	0	85	48	48	48	soldier	0	0	0	1679782468	wh2_dlc11_cst_inf_sartosa_free_company_0
wh2_dlc11_cst_pirates_of_sartosa	162	147	96	48	48	48	soldier	0	0	0	1682706262	wh2_dlc11_cst_inf_sartosa_free_company_0
wh2_dlc11_cst_vampire_coast	7	5	138	0	0	0	soldier	0	0	0	168347246	wh2_dlc11_cst_inf_depth_guard_ror_0
wh2_main_hef_order_of_loremasters	220	164	358	0	0	0	soldier	0	0	0	1684086037	wh2_dlc10_hef_cav_the_heralds_of_the_wind_ror_0
wh_main_brt_artois	132	41	36	15	15	145	soldier	0	0	0	1686	wh_main_brt_cha_paladin_3
wh_main_brt_artois	250	250	250	205	101	42	soldier	0	0	0	1694	wh_main_brt_cha_paladin_3
wh2_main_def_har_ganeth	116	68	204	0	0	0	soldier	0	0	0	1695355691	wh2_dlc10_def_inf_the_hellebronai_ror_0
wh_dlc05_wef_wood_elves	160	140	60	225	225	190	soldier	0	0	0	1696382440	wh_pro04_wef_inf_eternal_guard_ror_0
wh2_main_def_har_ganeth	94	59	68	0	0	0	soldier	0	0	0	1697963846	wh2_dlc10_def_inf_the_bolt_fiends_ror_0
wh_main_brt_artois	30	30	30	241	241	241	soldier	0	0	0	1698	wh_main_brt_cha_paladin_3
wh2_main_def_har_ganeth	134	103	71	0	0	0	soldier	0	0	0	1703697193	wh2_dlc10_def_cav_raven_heralds_ror_0
wh_dlc08_nor_norsca	66	64	199	153	172	134	soldier	0	0	0	1707602229	wh_pro04_nor_mon_marauder_warwolves_ror_0
wh_main_brt_artois	236	236	245	11	11	139	soldier	0	0	0	1708	wh_main_brt_cha_paladin_3
wh2_main_hef_eataine	0	0	0	44	39	197	soldier	0	0	0	1709477720	wh2_dlc10_hef_inf_the_scions_of_mathlann_ror_0
wh_main_brt_bretonnia	239	239	239	36	36	36	soldier	0	0	0	171	wh_main_brt_cav_knights_of_the_realm
wh_main_brt_artois	25	25	180	14	14	25	soldier	0	0	0	1711	wh_main_brt_cha_paladin_3
wh2_main_lzd_hexoatl	150	54	109	0	0	0	soldier	0	0	0	1714776175	wh2_main_lzd_mon_carnosaur_blessed_0
wh_main_brt_artois	18	18	37	64	178	214	soldier	0	0	0	1715	wh_main_brt_cha_paladin_3
wh2_dlc11_cst_pirates_of_sartosa	48	48	48	162	147	96	soldier	0	0	0	1717150818	wh2_dlc11_cst_inf_sartosa_free_company_0
wh_main_brt_artois	16	16	132	135	42	37	soldier	0	0	0	1718	wh_main_brt_cha_paladin_3
wh_dlc03_bst_beastmen	194	212	255	255	219	202	soldier	0	0	0	1719201596	wh_pro04_bst_inf_centigors_ror_0
wh_main_brt_artois	239	239	241	75	126	220	soldier	0	0	0	1726	wh_main_brt_cha_paladin_3
wh2_dlc11_cst_shanty_middle_sea_brigands	255	255	255	0	0	0	soldier	0	0	0	1728411202	wh2_dlc11_cst_cha_mourngul_haunter
wh_main_brt_artois	45	193	244	22	26	142	soldier	0	0	0	1732	wh_main_brt_cha_paladin_3
wh2_dlc11_cst_vampire_coast_qb2	255	255	255	0	0	0	soldier	0	0	0	1732787722	wh2_dlc11_cst_cha_mourngul_haunter
wh_main_brt_artois	12	14	134	238	238	246	soldier	0	0	0	1741	wh_main_brt_cha_paladin_3
wh2_main_lzd_hexoatl	82	33	70	0	0	0	soldier	0	0	0	1741522807	wh2_main_lzd_inf_skink_skirmishers_blessed_0
wh2_dlc11_cst_rogue_terrors_of_the_dark_straights	255	255	255	0	0	0	soldier	0	0	0	1745260147	wh2_dlc11_cst_cha_mourngul_haunter
wh_main_brt_artois	239	239	239	36	36	36	soldier	0	0	0	1746	wh_main_brt_cha_paladin_3
wh_main_brt_artois	18	16	137	136	43	38	soldier	0	0	0	1749	wh_main_brt_cha_paladin_4
wh_main_brt_artois	136	64	29	243	243	243	soldier	0	0	0	1751	wh_main_brt_cha_paladin_4
wh_main_brt_artois	83	201	238	19	19	19	soldier	0	0	0	1760	wh_main_brt_cha_paladin_4
wh_main_brt_artois	95	35	35	77	171	214	soldier	0	0	0	1761	wh_main_brt_cha_paladin_4
wh_main_brt_artois	23	29	34	18	20	145	soldier	0	0	0	1764	wh_main_brt_cha_paladin_4
wh2_dlc11_cst_pirates_of_sartosa	182	212	220	48	48	48	soldier	0	0	0	1766137435	wh2_dlc11_cst_inf_sartosa_militia_0
wh_main_brt_artois	132	41	36	15	15	145	soldier	0	0	0	1768	wh_main_brt_cha_paladin_4
wh_main_brt_artois	250	250	250	205	101	42	soldier	0	0	0	1771	wh_main_brt_cha_paladin_4
wh2_main_lzd_lizardmen	53	63	92	0	0	0	soldier	0	0	0	1774203316	wh2_main_lzd_inf_temple_guards_blessed
wh_main_brt_artois	30	30	30	241	241	241	soldier	0	0	0	1778	wh_main_brt_cha_paladin_4
wh_dlc05_wef_argwylon	41	117	209	8	129	180	soldier	0	0	0	1778147716	wh_pro04_wef_inf_waywatchers_ror_0
wh2_main_hef_avelorn	220	164	358	0	0	0	soldier	0	0	0	1779508329	wh2_dlc10_hef_cav_the_heralds_of_the_wind_ror_0
wh_main_brt_artois	236	236	245	11	11	139	soldier	0	0	0	1780	wh_main_brt_cha_paladin_4
wh_dlc05_wef_wood_elves	41	117	209	8	129	180	soldier	0	0	0	1781447362	wh_pro04_wef_inf_waywatchers_ror_0
wh_main_brt_artois	25	25	180	14	14	25	soldier	0	0	0	1784	wh_main_brt_cha_paladin_4
wh_main_brt_bretonnia	0	0	0	255	255	255	soldier	0	0	0	1785789086	wh_pro04_brt_cav_mounted_yeomen_ror_0
wh_main_brt_artois	18	18	37	64	178	214	soldier	0	0	0	1788	wh_main_brt_cha_paladin_4
wh2_main_lzd_hexoatl	53	63	92	0	0	0	soldier	0	0	0	178887962	wh2_main_lzd_inf_temple_guards_blessed
wh2_dlc11_cst_rogue_bleak_coast_buccaneers	255	255	255	0	0	0	soldier	0	0	0	1792404320	wh2_dlc11_cst_cha_mourngul_haunter
wh_main_brt_artois	16	16	132	135	42	37	soldier	0	0	0	1793	wh_main_brt_cha_paladin_4
wh_main_brt_bretonnia	255	255	255	0	0	0	soldier	255	255	255	1793752444	wh_pro04_brt_cav_mounted_yeomen_ror_0
wh_main_brt_bretonnia	18	16	137	136	43	38	soldier	0	0	0	180	wh_main_brt_cav_pegasus_knights
wh_main_brt_artois	239	239	241	75	126	220	soldier	0	0	0	1800	wh_main_brt_cha_paladin_4
wh2_dlc09_tmb_lybaras	186	71	79	109	77	162	soldier	0	0	0	1801515414	wh2_dlc09_tmb_mon_ushabti_ror
wh_main_brt_artois	45	193	244	22	26	142	soldier	0	0	0	1809	wh_main_brt_cha_paladin_4
wh2_dlc11_cst_rogue_freebooters_of_port_royale	255	255	255	0	0	0	soldier	0	0	0	1812375680	wh2_dlc11_cst_cha_mourngul_haunter
wh_main_brt_artois	12	14	134	238	238	246	soldier	0	0	0	1813	wh_main_brt_cha_paladin_4
wh_dlc08_nor_wintertooth	42	42	42	222	221	117	soldier	0	0	0	181395745	wh_pro04_nor_inf_chaos_marauders_ror_0
wh_main_brt_artois	239	239	239	36	36	36	soldier	0	0	0	1819	wh_main_brt_cha_paladin_4
wh_main_brt_carcassonne	28	144	193	99	145	46	soldier	0	0	0	1821336836	wh_pro04_brt_inf_battle_pilgrims_ror_0
wh_main_brt_bastonne	18	16	137	136	43	38	soldier	0	0	0	1826	wh_main_brt_cav_grail_knights
wh_main_brt_bastonne	136	64	29	243	243	243	soldier	0	0	0	1827	wh_main_brt_cav_grail_knights
wh2_dlc11_cst_the_drowned	7	5	138	0	0	0	soldier	0	0	0	1834256998	wh2_dlc11_cst_inf_depth_guard_ror_0
wh_main_brt_bastonne	83	201	238	19	19	19	soldier	0	0	0	1835	wh_main_brt_cav_grail_knights
wh2_dlc11_cst_the_drowned_separatists	255	255	255	0	0	0	soldier	0	0	0	1836520080	wh2_dlc11_cst_cha_mourngul_haunter
wh2_dlc11_cst_pirates_of_sartosa	48	48	48	182	212	220	soldier	0	0	0	1837619469	wh2_dlc11_cst_inf_sartosa_militia_0
wh2_dlc11_cst_rogue_boyz_of_the_forbidden_coast	255	255	255	0	0	0	soldier	0	0	0	1839932161	wh2_dlc11_cst_cha_mourngul_haunter
wh_main_brt_bastonne	95	35	35	77	171	214	soldier	0	0	0	1845	wh_main_brt_cav_grail_knights
wh_main_brt_bastonne	23	29	34	18	20	145	soldier	0	0	0	1851	wh_main_brt_cav_grail_knights
wh2_dlc11_cst_noctilus	7	5	138	0	0	0	soldier	0	0	0	1853651832	wh2_dlc11_cst_inf_depth_guard_ror_0
wh_main_brt_bastonne	132	41	36	15	15	145	soldier	0	0	0	1857	wh_main_brt_cav_grail_knights
wh_main_brt_bastonne	250	250	250	205	101	42	soldier	0	0	0	1860	wh_main_brt_cav_grail_knights
wh2_main_lzd_lizardmen	96	37	27	0	0	0	soldier	0	0	0	1860478411	wh2_main_lzd_cav_cold_one_spearriders_blessed_0
wh2_main_lzd_hexoatl	21	67	241	0	0	0	soldier	0	0	0	186625126	wh2_main_lzd_inf_saurus_warriors_blessed_1
wh_main_brt_bastonne	30	30	30	241	241	241	soldier	0	0	0	1869	wh_main_brt_cav_grail_knights
wh_main_brt_bastonne	236	236	245	11	11	139	soldier	0	0	0	1875	wh_main_brt_cav_grail_knights
wh_main_brt_bastonne	25	25	180	14	14	25	soldier	0	0	0	1878	wh_main_brt_cav_grail_knights
wh_main_brt_bastonne	18	18	37	64	178	214	soldier	0	0	0	1885	wh_main_brt_cav_grail_knights
wh2_dlc11_cst_pirates_of_sartosa	182	212	220	48	48	48	soldier	0	0	0	1887088979	wh2_dlc11_cst_inf_sartosa_free_company_0
wh_main_brt_bretonnia	136	64	29	243	243	243	soldier	0	0	0	189	wh_main_brt_cav_pegasus_knights
wh_main_brt_bastonne	16	16	132	135	42	37	soldier	0	0	0	1893	wh_main_brt_cav_grail_knights
wh_main_brt_bastonne	239	239	241	75	126	220	soldier	0	0	0	1900	wh_main_brt_cav_grail_knights
wh_main_brt_bastonne	45	193	244	22	26	142	soldier	0	0	0	1903	wh_main_brt_cav_grail_knights
wh_dlc03_bst_beastmen	82	131	129	68	190	206	soldier	0	170	0	1909636831	wh_pro04_bst_inf_minotaurs_ror_0
wh_main_brt_bastonne	12	14	134	238	238	246	soldier	0	0	0	1912	wh_main_brt_cav_grail_knights
wh2_dlc09_tmb_tomb_kings	79	241	255	255	80	71	soldier	0	0	0	1913007390	wh2_dlc09_tmb_mon_sepulchral_stalkers_ror
wh_main_brt_bastonne	239	239	239	36	36	36	soldier	0	0	0	1917	wh_main_brt_cav_grail_knights
wh_main_brt_bastonne	18	16	137	136	43	38	soldier	0	0	0	1918	wh_main_brt_cav_knights_of_the_realm
wh_main_brt_bastonne	136	64	29	243	243	243	soldier	0	0	0	1928	wh_main_brt_cav_knights_of_the_realm
wh_main_brt_bastonne	83	201	238	19	19	19	soldier	0	0	0	1930	wh_main_brt_cav_knights_of_the_realm
wh2_dlc11_cst_vampire_coast_qb1	255	255	255	0	0	0	soldier	0	0	0	1932593111	wh2_dlc11_cst_cha_mourngul_haunter
wh_main_brt_bastonne	95	35	35	77	171	214	soldier	0	0	0	1936	wh_main_brt_cav_knights_of_the_realm
wh_main_brt_bastonne	23	29	34	18	20	145	soldier	0	0	0	1944	wh_main_brt_cav_knights_of_the_realm
wh2_dlc11_cst_pirates_of_sartosa	48	48	48	182	212	220	soldier	0	0	0	1946189396	wh2_dlc11_cst_inf_sartosa_free_company_0
wh_main_brt_bastonne	132	41	36	15	15	145	soldier	0	0	0	1950	wh_main_brt_cav_knights_of_the_realm
wh_dlc03_bst_beastmen	140	120	10	241	241	231	soldier	0	0	0	1951815832	wh_pro04_bst_inf_bestigor_herd_ror_0
wh2_dlc11_cst_vampire_coast_rebellion_rebels	255	255	255	0	0	0	soldier	0	0	0	1952432395	wh2_dlc11_cst_cha_mourngul_haunter
wh_main_brt_bastonne	250	250	250	205	101	42	soldier	0	0	0	1954	wh_main_brt_cav_knights_of_the_realm
wh_main_brt_bretonnia	83	201	238	19	19	19	soldier	0	0	0	196	wh_main_brt_cav_pegasus_knights
wh_main_brt_bastonne	30	30	30	241	241	241	soldier	0	0	0	1962	wh_main_brt_cav_knights_of_the_realm
wh2_main_hef_order_of_loremasters	0	0	0	212	181	358	soldier	0	0	0	1962789689	wh2_dlc10_hef_inf_the_silverpelts_ror_0
wh2_main_def_cult_of_pleasure	94	59	68	0	0	0	soldier	0	0	0	1965666427	wh2_dlc10_def_inf_the_bolt_fiends_ror_0
wh_main_brt_bastonne	236	236	245	11	11	139	soldier	0	0	0	1968	wh_main_brt_cav_knights_of_the_realm
wh_main_brt_bastonne	25	25	180	14	14	25	soldier	0	0	0	1971	wh_main_brt_cav_knights_of_the_realm
wh2_main_lzd_lizardmen	50	50	50	0	0	0	soldier	0	0	0	1975038362	wh2_main_lzd_inf_saurus_spearmen_blessed_1
wh_main_brt_bastonne	18	18	37	64	178	214	soldier	0	0	0	1978	wh_main_brt_cav_knights_of_the_realm
wh_main_brt_bastonne	16	16	132	135	42	37	soldier	0	0	0	1987	wh_main_brt_cav_knights_of_the_realm
wh_dlc08_nor_norsca	0	0	117	96	126	165	soldier	0	0	0	1988519967	wh_dlc08_nor_mon_war_mammoth_ror_1
wh_main_brt_bastonne	239	239	241	75	126	220	soldier	0	0	0	1993	wh_main_brt_cav_knights_of_the_realm
wh_main_brt_bastonne	45	193	244	22	26	142	soldier	0	0	0	1994	wh_main_brt_cav_knights_of_the_realm
wh2_main_hef_high_elves	53	50	220	38	137	208	soldier	0	0	0	1998048937	wh2_dlc10_hef_cav_the_fireborn_ror_0
wh2_dlc11_cst_vampire_coast_rebels	255	255	255	0	0	0	soldier	0	0	0	2003612476	wh2_dlc11_cst_cha_mourngul_haunter
wh_main_brt_bastonne	12	14	134	238	238	246	soldier	0	0	0	2004	wh_main_brt_cav_knights_of_the_realm
wh_main_nor_norsca_qb1	0	0	117	96	126	165	soldier	0	0	0	2004408222	wh_dlc08_nor_mon_war_mammoth_ror_1
wh2_dlc09_tmb_tomb_kings	186	71	79	109	77	162	soldier	0	0	0	2006173216	wh2_dlc09_tmb_mon_ushabti_ror
wh2_dlc09_tmb_lybaras	79	241	255	255	80	71	soldier	0	0	0	2006379666	wh2_dlc09_tmb_mon_sepulchral_stalkers_ror
wh_main_brt_bastonne	239	239	239	36	36	36	soldier	0	0	0	2008	wh_main_brt_cav_knights_of_the_realm
wh2_dlc11_cst_pirates_of_sartosa	255	255	255	0	0	0	soldier	0	0	0	201563319	wh2_dlc11_cst_cha_mourngul_haunter
wh_main_brt_bastonne	18	16	137	136	43	38	soldier	0	0	0	2016	wh_main_brt_cav_pegasus_knights
wh2_main_hef_order_of_loremasters	53	50	220	38	137	208	soldier	0	0	0	2019939437	wh2_dlc10_hef_cav_the_fireborn_ror_0
wh_main_brt_bretonnia	95	35	35	77	171	214	soldier	0	0	0	202	wh_main_brt_cav_pegasus_knights
wh_main_brt_bastonne	136	64	29	243	243	243	soldier	0	0	0	2024	wh_main_brt_cav_pegasus_knights
wh_main_brt_bastonne	83	201	238	19	19	19	soldier	0	0	0	2028	wh_main_brt_cav_pegasus_knights
wh_main_brt_bastonne	95	35	35	77	171	214	soldier	0	0	0	2033	wh_main_brt_cav_pegasus_knights
wh_main_brt_bastonne	23	29	34	18	20	145	soldier	0	0	0	2035	wh_main_brt_cav_pegasus_knights
wh_main_brt_bastonne	132	41	36	15	15	145	soldier	0	0	0	2043	wh_main_brt_cav_pegasus_knights
wh_main_brt_bastonne	250	250	250	205	101	42	soldier	0	0	0	2046	wh_main_brt_cav_pegasus_knights
wh_main_brt_bastonne	30	30	30	241	241	241	soldier	0	0	0	2050	wh_main_brt_cav_pegasus_knights
wh2_dlc09_tmb_khemri	58	229	165	77	77	77	soldier	0	0	0	2050565967	wh2_dlc09_tmb_cav_necropolis_knights_ror
wh2_main_def_dark_elves	116	68	204	0	0	0	soldier	0	0	0	2058656846	wh2_dlc10_def_inf_the_hellebronai_ror_0
wh_main_brt_bastonne	236	236	245	11	11	139	soldier	0	0	0	2059	wh_main_brt_cav_pegasus_knights
wh_main_brt_bastonne	25	25	180	14	14	25	soldier	0	0	0	2061	wh_main_brt_cav_pegasus_knights
wh_main_brt_bastonne	18	18	37	64	178	214	soldier	0	0	0	2063	wh_main_brt_cav_pegasus_knights
wh2_main_def_dark_elves	134	103	71	0	0	0	soldier	0	0	0	2071495916	wh2_dlc10_def_cav_raven_heralds_ror_0
wh_main_brt_bastonne	16	16	132	135	42	37	soldier	0	0	0	2072	wh_main_brt_cav_pegasus_knights
wh_main_brt_bastonne	239	239	241	75	126	220	soldier	0	0	0	2075	wh_main_brt_cav_pegasus_knights
