land_units_to_unit_abilites_junctions_tables	0
wh2_dlc09_unit_passive_unstable_sand	wh2_dlc09_tmb_mon_ushabti_ror
wh2_dlc09_faction_passive_realm_of_souls_tier_1	wh2_dlc09_tmb_veh_skeleton_archer_chariot_0
wh2_dlc09_faction_passive_realm_of_souls_tier_2	wh2_dlc09_tmb_veh_skeleton_archer_chariot_0
wh2_dlc09_faction_passive_realm_of_souls_tier_3	wh2_dlc09_tmb_veh_skeleton_archer_chariot_0
wh2_dlc09_unit_passive_unstable_mark_ii_sand	wh2_dlc09_tmb_veh_skeleton_archer_chariot_0
wh2_dlc09_unit_passive_unstable_sand	wh2_dlc09_tmb_veh_skeleton_archer_chariot_0
wh2_dlc09_faction_passive_realm_of_souls_tier_1	wh2_dlc09_tmb_veh_skeleton_chariot_0
wh2_dlc09_faction_passive_realm_of_souls_tier_2	wh2_dlc09_tmb_veh_skeleton_chariot_0
wh2_dlc09_faction_passive_realm_of_souls_tier_3	wh2_dlc09_tmb_veh_skeleton_chariot_0
wh2_dlc09_unit_passive_unstable_mark_ii_sand	wh2_dlc09_tmb_veh_skeleton_chariot_0
wh2_dlc09_unit_passive_unstable_sand	wh2_dlc09_tmb_veh_skeleton_chariot_0
wh2_dlc10_spell_bound_lesser_doombolt	wh2_dlc10_def_cav_doomfire_warlocks_0
wh2_dlc10_spell_bound_soulblight	wh2_dlc10_def_cav_doomfire_warlocks_0
wh2_main_faction_abilities_murderous_prowess	wh2_dlc10_def_cav_doomfire_warlocks_0
wh2_main_faction_abilities_murderous_prowess_indicator	wh2_dlc10_def_cav_doomfire_warlocks_0
wh2_main_faction_abilities_murderous_mastery	wh2_dlc10_def_cav_knights_of_the_ebon_claw_ror_0
wh2_main_faction_abilities_murderous_prowess_indicator	wh2_dlc10_def_cav_knights_of_the_ebon_claw_ror_0
wh2_main_faction_abilities_murderous_prowess	wh2_dlc10_def_cav_raven_heralds_ror_0
wh2_main_faction_abilities_murderous_prowess_indicator	wh2_dlc10_def_cav_raven_heralds_ror_0
wh2_dlc10_spell_bound_soul_stealer	wh2_dlc10_def_cav_slaanesh_harvesters_ror_0
wh2_dlc10_spell_bound_word_of_pain	wh2_dlc10_def_cav_slaanesh_harvesters_ror_0
wh2_main_faction_abilities_murderous_prowess	wh2_dlc10_def_cav_slaanesh_harvesters_ror_0
wh2_main_faction_abilities_murderous_prowess_indicator	wh2_dlc10_def_cav_slaanesh_harvesters_ror_0
wh2_dlc10_lord_abilities_gaze_of_khaine	wh2_dlc10_def_cha_crone_0
wh2_dlc10_lord_passive_blood_frenzy	wh2_dlc10_def_cha_crone_0
wh2_main_character_abilities_witchbrew	wh2_dlc10_def_cha_crone_0
wh2_main_faction_abilities_murderous_mastery	wh2_dlc10_def_cha_crone_0
wh2_main_faction_abilities_murderous_prowess_indicator	wh2_dlc10_def_cha_crone_0
wh_main_character_abilities_heroic_killing_blow	wh2_dlc10_def_cha_crone_0
wh_main_unit_passive_frenzy	wh2_dlc10_def_cha_crone_0
wh2_dlc10_lord_abilities_gaze_of_khaine	wh2_dlc10_def_cha_crone_1
wh2_dlc10_lord_passive_blood_frenzy	wh2_dlc10_def_cha_crone_1
wh2_main_character_abilities_witchbrew	wh2_dlc10_def_cha_crone_1
wh2_main_faction_abilities_murderous_mastery	wh2_dlc10_def_cha_crone_1
wh2_main_faction_abilities_murderous_prowess_indicator	wh2_dlc10_def_cha_crone_1
wh_main_character_abilities_heroic_killing_blow	wh2_dlc10_def_cha_crone_1
wh_main_unit_passive_frenzy	wh2_dlc10_def_cha_crone_1
wh2_dlc10_lord_abilities_gaze_of_khaine	wh2_dlc10_def_cha_crone_4
wh2_dlc10_lord_passive_blood_frenzy	wh2_dlc10_def_cha_crone_4
wh2_main_character_abilities_witchbrew	wh2_dlc10_def_cha_crone_4
wh2_main_faction_abilities_murderous_mastery	wh2_dlc10_def_cha_crone_4
wh2_main_faction_abilities_murderous_prowess_indicator	wh2_dlc10_def_cha_crone_4
wh2_main_unit_abilities_fury_of_khaine	wh2_dlc10_def_cha_crone_4
wh2_main_unit_passive_bloodshield_of_khaine	wh2_dlc10_def_cha_crone_4
wh_main_character_abilities_heroic_killing_blow	wh2_dlc10_def_cha_crone_4
wh_main_unit_passive_frenzy	wh2_dlc10_def_cha_crone_4
wh2_dlc10_lord_abilities_gaze_of_khaine	wh2_dlc10_def_cha_crone_5
wh2_dlc10_lord_passive_blood_frenzy	wh2_dlc10_def_cha_crone_5
wh2_main_character_abilities_witchbrew	wh2_dlc10_def_cha_crone_5
wh2_main_faction_abilities_murderous_mastery	wh2_dlc10_def_cha_crone_5
wh2_main_faction_abilities_murderous_prowess_indicator	wh2_dlc10_def_cha_crone_5
wh_main_character_abilities_heroic_killing_blow	wh2_dlc10_def_cha_crone_5
wh_main_unit_passive_frenzy	wh2_dlc10_def_cha_crone_5
wh2_main_faction_abilities_murderous_prowess	wh2_dlc10_def_cha_sorceress_beasts_0
wh2_main_faction_abilities_murderous_prowess_indicator	wh2_dlc10_def_cha_sorceress_beasts_0
wh2_main_faction_abilities_murderous_prowess	wh2_dlc10_def_cha_sorceress_beasts_1
wh2_main_faction_abilities_murderous_prowess_indicator	wh2_dlc10_def_cha_sorceress_beasts_1
wh2_main_faction_abilities_murderous_prowess	wh2_dlc10_def_cha_sorceress_beasts_2
wh2_main_faction_abilities_murderous_prowess_indicator	wh2_dlc10_def_cha_sorceress_beasts_2
wh2_main_faction_abilities_murderous_prowess	wh2_dlc10_def_cha_sorceress_beasts_3
wh2_main_faction_abilities_murderous_prowess_indicator	wh2_dlc10_def_cha_sorceress_beasts_3
wh2_main_faction_abilities_murderous_prowess	wh2_dlc10_def_cha_sorceress_death_0
wh2_main_faction_abilities_murderous_prowess_indicator	wh2_dlc10_def_cha_sorceress_death_0
wh2_main_faction_abilities_murderous_prowess	wh2_dlc10_def_cha_sorceress_death_1
wh2_main_faction_abilities_murderous_prowess_indicator	wh2_dlc10_def_cha_sorceress_death_1
wh2_main_faction_abilities_murderous_prowess	wh2_dlc10_def_cha_sorceress_death_2
wh2_main_faction_abilities_murderous_prowess_indicator	wh2_dlc10_def_cha_sorceress_death_2
wh2_main_faction_abilities_murderous_prowess	wh2_dlc10_def_cha_sorceress_death_3
wh2_main_faction_abilities_murderous_prowess_indicator	wh2_dlc10_def_cha_sorceress_death_3
wh2_main_faction_abilities_murderous_prowess	wh2_dlc10_def_cha_supreme_sorceress_beasts_0
wh2_main_faction_abilities_murderous_prowess_indicator	wh2_dlc10_def_cha_supreme_sorceress_beasts_0
wh_main_character_abilities_arcane_conduit	wh2_dlc10_def_cha_supreme_sorceress_beasts_0
wh2_main_faction_abilities_murderous_prowess	wh2_dlc10_def_cha_supreme_sorceress_beasts_1
wh2_main_faction_abilities_murderous_prowess_indicator	wh2_dlc10_def_cha_supreme_sorceress_beasts_1
wh_main_character_abilities_arcane_conduit	wh2_dlc10_def_cha_supreme_sorceress_beasts_1
wh2_main_faction_abilities_murderous_prowess	wh2_dlc10_def_cha_supreme_sorceress_beasts_2
wh2_main_faction_abilities_murderous_prowess_indicator	wh2_dlc10_def_cha_supreme_sorceress_beasts_2
wh_main_character_abilities_arcane_conduit	wh2_dlc10_def_cha_supreme_sorceress_beasts_2
wh2_main_faction_abilities_murderous_prowess	wh2_dlc10_def_cha_supreme_sorceress_beasts_3
wh2_main_faction_abilities_murderous_prowess_indicator	wh2_dlc10_def_cha_supreme_sorceress_beasts_3
wh_main_character_abilities_arcane_conduit	wh2_dlc10_def_cha_supreme_sorceress_beasts_3
wh2_main_faction_abilities_murderous_prowess	wh2_dlc10_def_cha_supreme_sorceress_beasts_4
wh2_main_faction_abilities_murderous_prowess_indicator	wh2_dlc10_def_cha_supreme_sorceress_beasts_4
wh_main_character_abilities_arcane_conduit	wh2_dlc10_def_cha_supreme_sorceress_beasts_4
wh2_main_unit_abilities_noxious_breath	wh2_dlc10_def_cha_supreme_sorceress_beasts_5
wh_main_character_abilities_arcane_conduit	wh2_dlc10_def_cha_supreme_sorceress_beasts_5
wh2_main_faction_abilities_murderous_prowess	wh2_dlc10_def_cha_supreme_sorceress_dark_0
wh2_main_faction_abilities_murderous_prowess_indicator	wh2_dlc10_def_cha_supreme_sorceress_dark_0
wh_main_character_abilities_arcane_conduit	wh2_dlc10_def_cha_supreme_sorceress_dark_0
wh2_main_faction_abilities_murderous_prowess	wh2_dlc10_def_cha_supreme_sorceress_dark_1
wh2_main_faction_abilities_murderous_prowess_indicator	wh2_dlc10_def_cha_supreme_sorceress_dark_1
wh_main_character_abilities_arcane_conduit	wh2_dlc10_def_cha_supreme_sorceress_dark_1
wh2_main_faction_abilities_murderous_prowess	wh2_dlc10_def_cha_supreme_sorceress_dark_2
wh2_main_faction_abilities_murderous_prowess_indicator	wh2_dlc10_def_cha_supreme_sorceress_dark_2
wh_main_character_abilities_arcane_conduit	wh2_dlc10_def_cha_supreme_sorceress_dark_2
wh2_main_faction_abilities_murderous_prowess	wh2_dlc10_def_cha_supreme_sorceress_dark_3
wh2_main_faction_abilities_murderous_prowess_indicator	wh2_dlc10_def_cha_supreme_sorceress_dark_3
wh_main_character_abilities_arcane_conduit	wh2_dlc10_def_cha_supreme_sorceress_dark_3
wh2_main_faction_abilities_murderous_prowess	wh2_dlc10_def_cha_supreme_sorceress_dark_4
wh2_main_faction_abilities_murderous_prowess_indicator	wh2_dlc10_def_cha_supreme_sorceress_dark_4
wh_main_character_abilities_arcane_conduit	wh2_dlc10_def_cha_supreme_sorceress_dark_4
wh2_main_unit_abilities_noxious_breath	wh2_dlc10_def_cha_supreme_sorceress_dark_5
wh_main_character_abilities_arcane_conduit	wh2_dlc10_def_cha_supreme_sorceress_dark_5
wh2_main_faction_abilities_murderous_prowess	wh2_dlc10_def_cha_supreme_sorceress_death_0
wh2_main_faction_abilities_murderous_prowess_indicator	wh2_dlc10_def_cha_supreme_sorceress_death_0
wh_main_character_abilities_arcane_conduit	wh2_dlc10_def_cha_supreme_sorceress_death_0
wh2_main_faction_abilities_murderous_prowess	wh2_dlc10_def_cha_supreme_sorceress_death_1
wh2_main_faction_abilities_murderous_prowess_indicator	wh2_dlc10_def_cha_supreme_sorceress_death_1
wh_main_character_abilities_arcane_conduit	wh2_dlc10_def_cha_supreme_sorceress_death_1
wh2_main_faction_abilities_murderous_prowess	wh2_dlc10_def_cha_supreme_sorceress_death_2
wh2_main_faction_abilities_murderous_prowess_indicator	wh2_dlc10_def_cha_supreme_sorceress_death_2
wh_main_character_abilities_arcane_conduit	wh2_dlc10_def_cha_supreme_sorceress_death_2
wh2_main_faction_abilities_murderous_prowess	wh2_dlc10_def_cha_supreme_sorceress_death_3
wh2_main_faction_abilities_murderous_prowess_indicator	wh2_dlc10_def_cha_supreme_sorceress_death_3
wh_main_character_abilities_arcane_conduit	wh2_dlc10_def_cha_supreme_sorceress_death_3
wh2_main_faction_abilities_murderous_prowess	wh2_dlc10_def_cha_supreme_sorceress_death_4
wh2_main_faction_abilities_murderous_prowess_indicator	wh2_dlc10_def_cha_supreme_sorceress_death_4
wh_main_character_abilities_arcane_conduit	wh2_dlc10_def_cha_supreme_sorceress_death_4
wh2_main_unit_abilities_noxious_breath	wh2_dlc10_def_cha_supreme_sorceress_death_5
wh_main_character_abilities_arcane_conduit	wh2_dlc10_def_cha_supreme_sorceress_death_5
wh2_main_faction_abilities_murderous_prowess	wh2_dlc10_def_cha_supreme_sorceress_fire_0
wh2_main_faction_abilities_murderous_prowess_indicator	wh2_dlc10_def_cha_supreme_sorceress_fire_0
wh_main_character_abilities_arcane_conduit	wh2_dlc10_def_cha_supreme_sorceress_fire_0
wh2_main_faction_abilities_murderous_prowess	wh2_dlc10_def_cha_supreme_sorceress_fire_1
wh2_main_faction_abilities_murderous_prowess_indicator	wh2_dlc10_def_cha_supreme_sorceress_fire_1
wh_main_character_abilities_arcane_conduit	wh2_dlc10_def_cha_supreme_sorceress_fire_1
wh2_main_faction_abilities_murderous_prowess	wh2_dlc10_def_cha_supreme_sorceress_fire_2
wh2_main_faction_abilities_murderous_prowess_indicator	wh2_dlc10_def_cha_supreme_sorceress_fire_2
wh_main_character_abilities_arcane_conduit	wh2_dlc10_def_cha_supreme_sorceress_fire_2
wh2_main_faction_abilities_murderous_prowess	wh2_dlc10_def_cha_supreme_sorceress_fire_3
wh2_main_faction_abilities_murderous_prowess_indicator	wh2_dlc10_def_cha_supreme_sorceress_fire_3
wh_main_character_abilities_arcane_conduit	wh2_dlc10_def_cha_supreme_sorceress_fire_3
wh2_main_faction_abilities_murderous_prowess	wh2_dlc10_def_cha_supreme_sorceress_fire_4
wh2_main_faction_abilities_murderous_prowess_indicator	wh2_dlc10_def_cha_supreme_sorceress_fire_4
wh_main_character_abilities_arcane_conduit	wh2_dlc10_def_cha_supreme_sorceress_fire_4
wh2_main_unit_abilities_noxious_breath	wh2_dlc10_def_cha_supreme_sorceress_fire_5
wh_main_character_abilities_arcane_conduit	wh2_dlc10_def_cha_supreme_sorceress_fire_5
wh2_main_faction_abilities_murderous_prowess	wh2_dlc10_def_cha_supreme_sorceress_shadow_0
wh2_main_faction_abilities_murderous_prowess_indicator	wh2_dlc10_def_cha_supreme_sorceress_shadow_0
wh_main_character_abilities_arcane_conduit	wh2_dlc10_def_cha_supreme_sorceress_shadow_0
wh2_main_faction_abilities_murderous_prowess	wh2_dlc10_def_cha_supreme_sorceress_shadow_1
wh2_main_faction_abilities_murderous_prowess_indicator	wh2_dlc10_def_cha_supreme_sorceress_shadow_1
wh_main_character_abilities_arcane_conduit	wh2_dlc10_def_cha_supreme_sorceress_shadow_1
wh2_main_faction_abilities_murderous_prowess	wh2_dlc10_def_cha_supreme_sorceress_shadow_2
wh2_main_faction_abilities_murderous_prowess_indicator	wh2_dlc10_def_cha_supreme_sorceress_shadow_2
wh_main_character_abilities_arcane_conduit	wh2_dlc10_def_cha_supreme_sorceress_shadow_2
wh2_main_faction_abilities_murderous_prowess	wh2_dlc10_def_cha_supreme_sorceress_shadow_3
wh2_main_faction_abilities_murderous_prowess_indicator	wh2_dlc10_def_cha_supreme_sorceress_shadow_3
wh_main_character_abilities_arcane_conduit	wh2_dlc10_def_cha_supreme_sorceress_shadow_3
wh2_main_faction_abilities_murderous_prowess	wh2_dlc10_def_cha_supreme_sorceress_shadow_4
wh2_main_faction_abilities_murderous_prowess_indicator	wh2_dlc10_def_cha_supreme_sorceress_shadow_4
wh_main_character_abilities_arcane_conduit	wh2_dlc10_def_cha_supreme_sorceress_shadow_4
wh2_main_unit_abilities_noxious_breath	wh2_dlc10_def_cha_supreme_sorceress_shadow_5
wh_main_character_abilities_arcane_conduit	wh2_dlc10_def_cha_supreme_sorceress_shadow_5
wh2_main_faction_abilities_murderous_mastery	wh2_dlc10_def_inf_blades_of_the_blood_queen_ror_0
wh2_main_faction_abilities_murderous_prowess_indicator	wh2_dlc10_def_inf_blades_of_the_blood_queen_ror_0
wh_main_unit_passive_frenzy	wh2_dlc10_def_inf_blades_of_the_blood_queen_ror_0
wh_pro04_unit_passive_guardian	wh2_dlc10_def_inf_blades_of_the_blood_queen_ror_0
wh2_dlc10_unit_passive_the_trial_of_blades	wh2_dlc10_def_inf_sisters_of_slaughter
wh2_main_faction_abilities_murderous_mastery	wh2_dlc10_def_inf_sisters_of_slaughter
wh2_main_faction_abilities_murderous_prowess_indicator	wh2_dlc10_def_inf_sisters_of_slaughter
wh2_main_faction_abilities_murderous_mastery	wh2_dlc10_def_inf_sisters_of_the_singing_doom_ror_0
wh2_main_faction_abilities_murderous_prowess_indicator	wh2_dlc10_def_inf_sisters_of_the_singing_doom_ror_0
wh_main_unit_passive_frenzy	wh2_dlc10_def_inf_sisters_of_the_singing_doom_ror_0
wh2_main_faction_abilities_murderous_prowess	wh2_dlc10_def_inf_the_bolt_fiends_ror_0
wh2_main_faction_abilities_murderous_prowess_indicator	wh2_dlc10_def_inf_the_bolt_fiends_ror_0
wh2_main_faction_abilities_murderous_prowess	wh2_dlc10_def_inf_the_hellebronai_ror_0
wh2_main_faction_abilities_murderous_prowess_indicator	wh2_dlc10_def_inf_the_hellebronai_ror_0
wh2_dlc10_unit_abilities_frost_breath	wh2_dlc10_def_mon_chill_of_sontar_ror_0
wh2_main_unit_passive_another_takes_its_place	wh2_dlc10_def_mon_chill_of_sontar_ror_0
wh_main_unit_passive_regeneration	wh2_dlc10_def_mon_chill_of_sontar_ror_0
wh2_dlc10_unit_passive_abyssal_howl	wh2_dlc10_def_mon_kharibdyss_0
wh2_dlc10_quest_abilities_fiery_head	wh2_dlc10_def_mon_war_hydra_boss
wh2_dlc10_quest_abilities_insane_head	wh2_dlc10_def_mon_war_hydra_boss
wh2_dlc10_quest_abilities_regenerating_head	wh2_dlc10_def_mon_war_hydra_boss
wh_main_unit_passive_regeneration	wh2_dlc10_def_mon_war_hydra_boss
wh_dlc04_unit_passive_unbinding_wight_king	wh2_dlc10_dwf_cha_thane_ghost_summoned_0
wh_main_unit_passive_deathblow	wh2_dlc10_dwf_inf_giant_slayers
wh2_main_unit_passive_martial_mastery	wh2_dlc10_hef_cav_the_fireborn_ror_0
wh2_main_unit_passive_martial_prowess	wh2_dlc10_hef_cav_the_heralds_of_the_wind_ror_0
wh2_dlc10_lord_passive_boon_of_isha	wh2_dlc10_hef_cha_alarielle_the_radiant_0
wh2_main_unit_passive_martial_prowess	wh2_dlc10_hef_cha_alarielle_the_radiant_0
wh_main_character_abilities_arcane_conduit	wh2_dlc10_hef_cha_alarielle_the_radiant_0
wh2_dlc10_lord_passive_boon_of_isha	wh2_dlc10_hef_cha_alarielle_the_radiant_1
wh2_main_unit_passive_martial_prowess	wh2_dlc10_hef_cha_alarielle_the_radiant_1
wh_main_character_abilities_arcane_conduit	wh2_dlc10_hef_cha_alarielle_the_radiant_1
wh2_dlc10_lord_passive_boon_of_isha	wh2_dlc10_hef_cha_alarielle_the_radiant_2
wh2_main_unit_passive_martial_prowess	wh2_dlc10_hef_cha_alarielle_the_radiant_2
wh_main_character_abilities_arcane_conduit	wh2_dlc10_hef_cha_alarielle_the_radiant_2
wh2_dlc10_lord_passive_boon_of_isha	wh2_dlc10_hef_cha_alarielle_the_radiant_3
wh_main_character_abilities_arcane_conduit	wh2_dlc10_hef_cha_alarielle_the_radiant_3
wh2_dlc10_lord_abilities_mislead	wh2_dlc10_hef_cha_alith_anar_0
wh2_main_character_passive_darken_the_skies	wh2_dlc10_hef_cha_alith_anar_0
wh2_main_unit_passive_martial_prowess	wh2_dlc10_hef_cha_alith_anar_0
wh_main_hero_abilities_slippery	wh2_dlc10_hef_cha_alith_anar_0
wh2_dlc10_unit_passive_unbinding_alith_anar	wh2_dlc10_hef_cha_alith_anar_summoned_0
wh2_main_unit_passive_martial_prowess	wh2_dlc10_hef_cha_alith_anar_summoned_0
wh2_dlc10_unit_passive_unbinding_alith_anar	wh2_dlc10_hef_cha_alith_anar_summoned_1
wh2_main_unit_passive_martial_prowess	wh2_dlc10_hef_cha_alith_anar_summoned_1
wh2_dlc10_hero_passive_quicksilver_shot	wh2_dlc10_hef_cha_handmaiden_0
wh2_main_unit_passive_martial_prowess	wh2_dlc10_hef_cha_handmaiden_0
wh_main_character_abilities_foe_seeker	wh2_dlc10_hef_cha_handmaiden_0
wh2_dlc10_hero_passive_quicksilver_shot	wh2_dlc10_hef_cha_handmaiden_1
wh2_main_unit_passive_martial_prowess	wh2_dlc10_hef_cha_handmaiden_1
wh_main_character_abilities_foe_seeker	wh2_dlc10_hef_cha_handmaiden_1
wh2_dlc10_hero_passive_quicksilver_shot	wh2_dlc10_hef_cha_handmaiden_2
wh2_main_unit_passive_martial_prowess	wh2_dlc10_hef_cha_handmaiden_2
wh_main_character_abilities_foe_seeker	wh2_dlc10_hef_cha_handmaiden_2
wh2_main_unit_passive_martial_prowess	wh2_dlc10_hef_cha_mage_heavens_0
wh2_main_unit_passive_martial_prowess	wh2_dlc10_hef_cha_mage_heavens_1
wh2_main_unit_passive_martial_prowess	wh2_dlc10_hef_cha_mage_heavens_2
wh2_main_unit_passive_martial_prowess	wh2_dlc10_hef_cha_mage_shadows_0
wh2_main_unit_passive_martial_prowess	wh2_dlc10_hef_cha_mage_shadows_1
wh2_main_unit_passive_martial_prowess	wh2_dlc10_hef_cha_mage_shadows_2
wh2_dlc10_item_passive_banner_of_avelorn	wh2_dlc10_hef_inf_everqueens_court_guards_ror_0
wh2_main_unit_passive_martial_prowess	wh2_dlc10_hef_inf_everqueens_court_guards_ror_0
wh2_main_unit_passive_martial_mastery	wh2_dlc10_hef_inf_keepers_of_the_flame_ror_0
wh2_main_unit_passive_martial_prowess	wh2_dlc10_hef_inf_shadow_walkers_0
wh2_main_unit_passive_martial_prowess	wh2_dlc10_hef_inf_shadow_warriors_0
wh2_main_unit_passive_martial_prowess	wh2_dlc10_hef_inf_sisters_of_avelorn_0
wh2_main_unit_passive_martial_prowess	wh2_dlc10_hef_inf_the_grey_ror_0
wh_pro04_unit_abilities_loecs_shroud	wh2_dlc10_hef_inf_the_grey_ror_0
wh2_main_unit_passive_martial_prowess	wh2_dlc10_hef_inf_the_scions_of_mathlann_ror_0
wh_main_mount_passive_aura_of_protection	wh2_dlc10_hef_inf_the_scions_of_mathlann_ror_0
wh2_main_unit_passive_martial_prowess	wh2_dlc10_hef_inf_the_silverpelts_ror_0
wh_pro04_unit_passive_guardian	wh2_dlc10_hef_inf_the_silverpelts_ror_0
wh2_main_unit_passive_martial_prowess	wh2_dlc10_hef_inf_the_storm_riders_ror_0
wh2_dlc10_quest_passive_the_primal_rampage	wh2_dlc10_lzd_mon_carnosaur_boss
wh2_dlc10_quest_passive_the_primal_rampage_hidden	wh2_dlc10_lzd_mon_carnosaur_boss
wh_main_unit_passive_frenzy	wh2_dlc10_lzd_mon_carnosaur_boss
wh2_dlc10_quest_abilities_flame_storm	wh2_dlc10_nor_mon_phoenix_flamespyre_boss
wh2_dlc10_quest_abilities_magic_fiery_convocation	wh2_dlc10_nor_mon_phoenix_flamespyre_boss
wh2_dlc10_quest_passive_mother_of_flame	wh2_dlc10_nor_mon_phoenix_flamespyre_boss
wh2_dlc10_quest_passive_the_rats_overwhelm	wh2_dlc10_skv_mon_hell_pit_abomination_boss
wh2_main_unit_passive_too_horrible_to_die	wh2_dlc10_skv_mon_hell_pit_abomination_boss
wh_main_unit_passive_regeneration	wh2_dlc10_skv_mon_hell_pit_abomination_boss
wh2_dlc11_unit_passive_extra_powder	wh2_dlc11_cst_art_carronade
wh_main_unit_passive_unstable	wh2_dlc11_cst_art_carronade
wh_main_unit_passive_unstable_mark_ii	wh2_dlc11_cst_art_carronade
wh2_dlc11_unit_passive_extra_powder	wh2_dlc11_cst_art_mortar
wh_main_unit_passive_unstable	wh2_dlc11_cst_art_mortar
wh_main_unit_passive_unstable_mark_ii	wh2_dlc11_cst_art_mortar
wh2_dlc11_unit_passive_extra_powder	wh2_dlc11_cst_art_queen_bess
wh_main_unit_passive_unstable	wh2_dlc11_cst_art_queen_bess
wh_main_unit_passive_unstable_mark_ii	wh2_dlc11_cst_art_queen_bess
wh2_dlc11_unit_passive_extra_powder	wh2_dlc11_cst_cav_deck_droppers_0
wh_main_unit_passive_unstable	wh2_dlc11_cst_cav_deck_droppers_0
wh_main_unit_passive_unstable_mark_ii	wh2_dlc11_cst_cav_deck_droppers_0
wh2_dlc11_unit_passive_extra_powder	wh2_dlc11_cst_cav_deck_droppers_1
wh_main_unit_passive_unstable	wh2_dlc11_cst_cav_deck_droppers_1
wh_main_unit_passive_unstable_mark_ii	wh2_dlc11_cst_cav_deck_droppers_1
wh2_dlc11_unit_passive_extra_powder	wh2_dlc11_cst_cav_deck_droppers_2
wh_main_unit_passive_unstable	wh2_dlc11_cst_cav_deck_droppers_2
wh_main_unit_passive_unstable_mark_ii	wh2_dlc11_cst_cav_deck_droppers_2
wh2_dlc11_unit_passive_extra_powder	wh2_dlc11_cst_cav_deck_droppers_ror_0
wh_main_unit_passive_unstable	wh2_dlc11_cst_cav_deck_droppers_ror_0
wh_main_unit_passive_unstable_mark_ii	wh2_dlc11_cst_cav_deck_droppers_ror_0
wh2_dlc11_unit_passive_unbinding_knights_of_the_realm	wh2_dlc11_cst_cav_knights_errant_0
wh_dlc07_unit_formation_lance	wh2_dlc11_cst_cav_knights_errant_0
wh_main_unit_passive_unbinding_critical	wh2_dlc11_cst_cav_knights_errant_0
wh2_dlc11_unit_passive_unbinding_knights_of_the_realm	wh2_dlc11_cst_cav_knights_errant_1
wh_dlc07_unit_formation_lance	wh2_dlc11_cst_cav_knights_errant_1
wh_main_unit_passive_unbinding_critical	wh2_dlc11_cst_cav_knights_errant_1
wh2_dlc11_unit_passive_unbinding_knights_of_the_realm	wh2_dlc11_cst_cav_knights_errant_2
wh_dlc07_unit_formation_lance	wh2_dlc11_cst_cav_knights_errant_2
wh_main_unit_passive_unbinding_critical	wh2_dlc11_cst_cav_knights_errant_2
wh2_dlc11_unit_passive_unbinding_knights_of_the_realm	wh2_dlc11_cst_cav_knights_of_the_realm
wh_dlc07_unit_formation_lance	wh2_dlc11_cst_cav_knights_of_the_realm
wh_main_unit_passive_unbinding_critical	wh2_dlc11_cst_cav_knights_of_the_realm
wh2_dlc11_unit_passive_unbinding_knights_of_the_realm	wh2_dlc11_cst_cav_questing_knights_0
wh_dlc07_unit_formation_lance	wh2_dlc11_cst_cav_questing_knights_0
wh_main_unit_passive_unbinding_critical	wh2_dlc11_cst_cav_questing_knights_0
wh2_dlc11_character_abilities_all_hands_hoay	wh2_dlc11_cst_cha_aranessa_0
wh2_dlc11_lord_abilities_mananns_luck	wh2_dlc11_cst_cha_aranessa_0
wh2_dlc11_lord_abilities_spearfishers_net	wh2_dlc11_cst_cha_aranessa_0
wh2_dlc11_character_abilities_all_hands_hoay	wh2_dlc11_cst_cha_aranessa_1
wh2_dlc11_lord_abilities_mananns_luck	wh2_dlc11_cst_cha_aranessa_1
wh2_dlc11_lord_abilities_spearfishers_net	wh2_dlc11_cst_cha_aranessa_1
wh2_dlc11_lord_abilities_wraith_storm	wh2_dlc11_cst_cha_count_noctilus_0
wh_main_character_abilities_arcane_conduit	wh2_dlc11_cst_cha_count_noctilus_0
wh_main_lord_passive_the_hunger	wh2_dlc11_cst_cha_count_noctilus_0
wh_main_unit_passive_unstable	wh2_dlc11_cst_cha_count_noctilus_0
wh_main_unit_passive_unstable_mark_ii	wh2_dlc11_cst_cha_count_noctilus_0
wh2_dlc11_lord_abilities_wraith_storm	wh2_dlc11_cst_cha_count_noctilus_1
wh2_dlc11_unit_passive_abandon_ship	wh2_dlc11_cst_cha_count_noctilus_1
wh2_dlc11_unit_passive_extra_powder	wh2_dlc11_cst_cha_count_noctilus_1
wh_main_character_abilities_arcane_conduit	wh2_dlc11_cst_cha_count_noctilus_1
wh_main_lord_passive_the_hunger	wh2_dlc11_cst_cha_count_noctilus_1
wh_main_unit_passive_unstable	wh2_dlc11_cst_cha_count_noctilus_1
wh_main_unit_passive_unstable_mark_ii	wh2_dlc11_cst_cha_count_noctilus_1
wh2_dlc11_character_abilities_ghosts_of_the_past_0	wh2_dlc11_cst_cha_cylostra_0
wh2_dlc11_lord_abilities_song_of_enthrallment	wh2_dlc11_cst_cha_cylostra_0
wh_main_character_abilities_arcane_conduit	wh2_dlc11_cst_cha_cylostra_0
wh_main_unit_passive_unstable	wh2_dlc11_cst_cha_cylostra_0
wh_main_unit_passive_unstable_mark_ii	wh2_dlc11_cst_cha_cylostra_0
wh2_dlc11_character_abilities_ghosts_of_the_past_0	wh2_dlc11_cst_cha_cylostra_1
