campaign_settlement_display_building_ids_tables	3
wh2_main_def_settlement_major_5	wh2_main_def_settlement_major_5	wh2_main_building_def_settlement_major_5
wh2_main_def_settlement_major_5_coast	wh2_main_def_settlement_major_5_coast	wh2_main_building_def_settlement_major_5
wh2_main_def_settlement_major_ruin	wh2_main_def_settlement_major_ruin	wh_main_building_human_ruin
wh2_main_def_settlement_major_ruin_coast	wh2_main_def_settlement_major_ruin_coast	wh_main_building_human_ruin
wh2_main_def_settlement_minor_1	wh2_main_def_settlement_minor_1	wh2_main_building_def_settlement_minor_1
wh2_main_def_settlement_minor_1_coast	wh2_main_def_settlement_minor_1_coast	wh2_main_building_def_settlement_minor_1
wh2_main_def_settlement_minor_2	wh2_main_def_settlement_minor_2	wh2_main_building_def_settlement_minor_2
wh2_main_def_settlement_minor_2_coast	wh2_main_def_settlement_minor_2_coast	wh2_main_building_def_settlement_minor_2
wh2_main_def_settlement_minor_3	wh2_main_def_settlement_minor_3	wh2_main_building_def_settlement_minor_3
wh2_main_def_settlement_minor_3_coast	wh2_main_def_settlement_minor_3_coast	wh2_main_building_def_settlement_minor_3
wh2_main_def_settlement_minor_ruin	wh2_main_def_settlement_minor_ruin	wh_main_building_human_ruin
wh2_main_def_settlement_minor_ruin_coast	wh2_main_def_settlement_minor_ruin_coast	wh_main_building_human_ruin
wh2_main_hef_outpostnorsca_major_1	wh2_main_hef_outpostnorsca_major_1	wh2_main_building_hef_settlement_major_1
wh2_main_hef_outpostnorsca_major_1_coast	wh2_main_hef_outpostnorsca_major_1_coast	wh2_main_building_hef_settlement_major_1
wh2_main_hef_outpostnorsca_major_2	wh2_main_hef_outpostnorsca_major_2	wh2_main_building_hef_settlement_major_2
wh2_main_hef_outpostnorsca_major_2_coast	wh2_main_hef_outpostnorsca_major_2_coast	wh2_main_building_hef_settlement_major_2
wh2_main_hef_outpostnorsca_major_3	wh2_main_hef_outpostnorsca_major_3	wh2_main_building_hef_settlement_major_3
wh2_main_hef_outpostnorsca_major_3_coast	wh2_main_hef_outpostnorsca_major_3_coast	wh2_main_building_hef_settlement_major_3
wh2_main_hef_outpostnorsca_major_4	wh2_main_hef_outpostnorsca_major_4	wh2_main_building_hef_settlement_major_4
wh2_main_hef_outpostnorsca_major_4_coast	wh2_main_hef_outpostnorsca_major_4_coast	wh2_main_building_hef_settlement_major_4
wh2_main_hef_outpostnorsca_major_5	wh2_main_hef_outpostnorsca_major_5	wh2_main_building_hef_settlement_major_5
wh2_main_hef_outpostnorsca_major_5_coast	wh2_main_hef_outpostnorsca_major_5_coast	wh2_main_building_hef_settlement_major_5
wh2_main_hef_outpostnorsca_major_ruin	wh2_main_hef_outpostnorsca_major_ruin	wh_main_building_human_ruin
wh2_main_hef_outpostnorsca_major_ruin_coast	wh2_main_hef_outpostnorsca_major_ruin_coast	wh_main_building_human_ruin
wh2_main_hef_outpostnorsca_minor_1	wh2_main_hef_outpostnorsca_minor_1	wh2_main_building_hef_settlement_minor_1
wh2_main_hef_outpostnorsca_minor_1_coast	wh2_main_hef_outpostnorsca_minor_1_coast	wh2_main_building_hef_settlement_minor_1
wh2_main_hef_outpostnorsca_minor_2	wh2_main_hef_outpostnorsca_minor_2	wh2_main_building_hef_settlement_minor_2
wh2_main_hef_outpostnorsca_minor_2_coast	wh2_main_hef_outpostnorsca_minor_2_coast	wh2_main_building_hef_settlement_minor_2
wh2_main_hef_outpostnorsca_minor_3	wh2_main_hef_outpostnorsca_minor_3	wh2_main_building_hef_settlement_minor_3
wh2_main_hef_outpostnorsca_minor_3_coast	wh2_main_hef_outpostnorsca_minor_3_coast	wh2_main_building_hef_settlement_minor_3
wh2_main_hef_outpostnorsca_minor_ruin	wh2_main_hef_outpostnorsca_minor_ruin	wh_main_building_human_ruin
wh2_main_hef_outpostnorsca_minor_ruin_coast	wh2_main_hef_outpostnorsca_minor_ruin_coast	wh_main_building_human_ruin
wh2_main_hef_settlement_major_1	wh2_main_hef_settlement_major_1	wh2_main_building_hef_settlement_major_1
wh2_main_hef_settlement_major_1_coast	wh2_main_hef_settlement_major_1_coast	wh2_main_building_hef_settlement_major_1
wh2_main_hef_settlement_major_2	wh2_main_hef_settlement_major_2	wh2_main_building_hef_settlement_major_2
wh2_main_hef_settlement_major_2_coast	wh2_main_hef_settlement_major_2_coast	wh2_main_building_hef_settlement_major_2
wh2_main_hef_settlement_major_3	wh2_main_hef_settlement_major_3	wh2_main_building_hef_settlement_major_3
wh2_main_hef_settlement_major_3_coast	wh2_main_hef_settlement_major_3_coast	wh2_main_building_hef_settlement_major_3
wh2_main_hef_settlement_major_4	wh2_main_hef_settlement_major_4	wh2_main_building_hef_settlement_major_4
wh2_main_hef_settlement_major_4_coast	wh2_main_hef_settlement_major_4_coast	wh2_main_building_hef_settlement_major_4
wh2_main_hef_settlement_major_5	wh2_main_hef_settlement_major_5	wh2_main_building_hef_settlement_major_5
wh2_main_hef_settlement_major_5_coast	wh2_main_hef_settlement_major_5_coast	wh2_main_building_hef_settlement_major_5
wh2_main_hef_settlement_major_ruin	wh2_main_hef_settlement_major_ruin	wh_main_building_human_ruin
wh2_main_hef_settlement_major_ruin_coast	wh2_main_hef_settlement_major_ruin_coast	wh_main_building_human_ruin
wh2_main_hef_settlement_minor_1	wh2_main_hef_settlement_minor_1	wh2_main_building_hef_settlement_minor_1
wh2_main_hef_settlement_minor_1_coast	wh2_main_hef_settlement_minor_1_coast	wh2_main_building_hef_settlement_minor_1
wh2_main_hef_settlement_minor_2	wh2_main_hef_settlement_minor_2	wh2_main_building_hef_settlement_minor_2
wh2_main_hef_settlement_minor_2_coast	wh2_main_hef_settlement_minor_2_coast	wh2_main_building_hef_settlement_minor_2
wh2_main_hef_settlement_minor_3	wh2_main_hef_settlement_minor_3	wh2_main_building_hef_settlement_minor_3
wh2_main_hef_settlement_minor_3_coast	wh2_main_hef_settlement_minor_3_coast	wh2_main_building_hef_settlement_minor_3
wh2_main_hef_settlement_minor_ruin	wh2_main_hef_settlement_minor_ruin	wh_main_building_human_ruin
wh2_main_hef_settlement_minor_ruin_coast	wh2_main_hef_settlement_minor_ruin_coast	wh_main_building_human_ruin
wh2_main_horde_rogue_settlement_1	wh2_main_horde_rogue_settlement_1	wh2_main_horde_rogue_settlement_1
wh2_main_horde_rogue_settlement_2	wh2_main_horde_rogue_settlement_2	wh2_main_horde_rogue_settlement_2
wh2_main_horde_skv_settlement_1	wh2_main_horde_skv_settlement_1	wh_main_building_chs_horde_settlement_1
wh2_main_horde_skv_settlement_2	wh2_main_horde_skv_settlement_2	wh_main_building_chs_horde_settlement_2
wh2_main_horde_skv_settlement_3	wh2_main_horde_skv_settlement_3	wh_main_building_chs_horde_settlement_3
wh2_main_horde_skv_settlement_4	wh2_main_horde_skv_settlement_4	wh_main_building_chs_horde_settlement_4
wh2_main_horde_skv_settlement_5	wh2_main_horde_skv_settlement_5	wh_main_building_chs_horde_settlement_5
wh2_main_lzd_outpostnorsca_major_1	wh2_main_lzd_outpostnorsca_major_1	wh2_main_building_lzd_settlement_major_1
wh2_main_lzd_outpostnorsca_major_1_coast	wh2_main_lzd_outpostnorsca_major_1_coast	wh2_main_building_lzd_settlement_major_1
wh2_main_lzd_outpostnorsca_major_2	wh2_main_lzd_outpostnorsca_major_2	wh2_main_building_lzd_settlement_major_2
wh2_main_lzd_outpostnorsca_major_2_coast	wh2_main_lzd_outpostnorsca_major_2_coast	wh2_main_building_lzd_settlement_major_2
wh2_main_lzd_outpostnorsca_major_3	wh2_main_lzd_outpostnorsca_major_3	wh2_main_building_lzd_settlement_major_3
wh2_main_lzd_outpostnorsca_major_3_coast	wh2_main_lzd_outpostnorsca_major_3_coast	wh2_main_building_lzd_settlement_major_3
wh2_main_lzd_outpostnorsca_major_4	wh2_main_lzd_outpostnorsca_major_4	wh2_main_building_lzd_settlement_major_4
wh2_main_lzd_outpostnorsca_major_4_coast	wh2_main_lzd_outpostnorsca_major_4_coast	wh2_main_building_lzd_settlement_major_4
wh2_main_lzd_outpostnorsca_major_5	wh2_main_lzd_outpostnorsca_major_5	wh2_main_building_lzd_settlement_major_5
wh2_main_lzd_outpostnorsca_major_5_coast	wh2_main_lzd_outpostnorsca_major_5_coast	wh2_main_building_lzd_settlement_major_5
wh2_main_lzd_outpostnorsca_major_ruin	wh2_main_lzd_outpostnorsca_major_ruin	wh2_main_lzd_ruin
wh2_main_lzd_outpostnorsca_major_ruin_coast	wh2_main_lzd_outpostnorsca_major_ruin_coast	wh2_main_lzd_ruin
wh2_main_lzd_outpostnorsca_minor_1	wh2_main_lzd_outpostnorsca_minor_1	wh2_main_building_lzd_settlement_minor_1
wh2_main_lzd_outpostnorsca_minor_1_coast	wh2_main_lzd_outpostnorsca_minor_1_coast	wh2_main_building_lzd_settlement_minor_1
wh2_main_lzd_outpostnorsca_minor_2	wh2_main_lzd_outpostnorsca_minor_2	wh2_main_building_lzd_settlement_minor_2
wh2_main_lzd_outpostnorsca_minor_2_coast	wh2_main_lzd_outpostnorsca_minor_2_coast	wh2_main_building_lzd_settlement_minor_2
wh2_main_lzd_outpostnorsca_minor_3	wh2_main_lzd_outpostnorsca_minor_3	wh2_main_building_lzd_settlement_minor_3
wh2_main_lzd_outpostnorsca_minor_3_coast	wh2_main_lzd_outpostnorsca_minor_3_coast	wh2_main_building_lzd_settlement_minor_3
wh2_main_lzd_outpostnorsca_minor_ruin	wh2_main_lzd_outpostnorsca_minor_ruin	wh2_main_lzd_ruin
wh2_main_lzd_outpostnorsca_minor_ruin_coast	wh2_main_lzd_outpostnorsca_minor_ruin_coast	wh2_main_lzd_ruin
wh2_main_lzd_settlement_major_1	wh2_main_lzd_settlement_major_1	wh2_main_building_lzd_settlement_major_1
wh2_main_lzd_settlement_major_1_coast	wh2_main_lzd_settlement_major_1_coast	wh2_main_building_lzd_settlement_major_1
wh2_main_lzd_settlement_major_2	wh2_main_lzd_settlement_major_2	wh2_main_building_lzd_settlement_major_2
wh2_main_lzd_settlement_major_2_coast	wh2_main_lzd_settlement_major_2_coast	wh2_main_building_lzd_settlement_major_2
wh2_main_lzd_settlement_major_3	wh2_main_lzd_settlement_major_3	wh2_main_building_lzd_settlement_major_3
wh2_main_lzd_settlement_major_3_coast	wh2_main_lzd_settlement_major_3_coast	wh2_main_building_lzd_settlement_major_3
wh2_main_lzd_settlement_major_4	wh2_main_lzd_settlement_major_4	wh2_main_building_lzd_settlement_major_4
wh2_main_lzd_settlement_major_4_coast	wh2_main_lzd_settlement_major_4_coast	wh2_main_building_lzd_settlement_major_4
wh2_main_lzd_settlement_major_5	wh2_main_lzd_settlement_major_5	wh2_main_building_lzd_settlement_major_5
wh2_main_lzd_settlement_major_5_coast	wh2_main_lzd_settlement_major_5_coast	wh2_main_building_lzd_settlement_major_5
wh2_main_lzd_settlement_major_ruin	wh2_main_lzd_settlement_major_ruin	wh2_main_lzd_ruin
wh2_main_lzd_settlement_major_ruin_coast	wh2_main_lzd_settlement_major_ruin_coast	wh2_main_lzd_ruin
wh2_main_lzd_settlement_minor_1	wh2_main_lzd_settlement_minor_1	wh2_main_building_lzd_settlement_minor_1
wh2_main_lzd_settlement_minor_1_coast	wh2_main_lzd_settlement_minor_1_coast	wh2_main_building_lzd_settlement_minor_1
wh2_main_lzd_settlement_minor_2	wh2_main_lzd_settlement_minor_2	wh2_main_building_lzd_settlement_minor_2
wh2_main_lzd_settlement_minor_2_coast	wh2_main_lzd_settlement_minor_2_coast	wh2_main_building_lzd_settlement_minor_2
wh2_main_lzd_settlement_minor_3	wh2_main_lzd_settlement_minor_3	wh2_main_building_lzd_settlement_minor_3
wh2_main_lzd_settlement_minor_3_coast	wh2_main_lzd_settlement_minor_3_coast	wh2_main_building_lzd_settlement_minor_3
wh2_main_lzd_settlement_minor_ruin	wh2_main_lzd_settlement_minor_ruin	wh2_main_lzd_ruin
wh2_main_lzd_settlement_minor_ruin_coast	wh2_main_lzd_settlement_minor_ruin_coast	wh2_main_lzd_ruin
wh2_main_sch_special_settlement_gaean_vale_norscaruin_khorne	wh2_main_sch_special_settlement_gaean_vale_norscaruin_khorne	wh_dlc08_god_ruin_khorne
wh2_main_sch_special_settlement_gaean_vale_norscaruin_nurgle	wh2_main_sch_special_settlement_gaean_vale_norscaruin_nurgle	wh_dlc08_god_ruin_nurgle
wh2_main_sch_special_settlement_gaean_vale_norscaruin_slaanesh	wh2_main_sch_special_settlement_gaean_vale_norscaruin_slaanesh	wh_dlc08_god_ruin_slaanesh
wh2_main_sch_special_settlement_gaean_vale_norscaruin_tzeentch	wh2_main_sch_special_settlement_gaean_vale_norscaruin_tzeentch	wh_dlc08_god_ruin_tzeentch
wh2_main_sch_special_settlement_hellpit_norscaruin_khorne	wh2_main_sch_special_settlement_hellpit_norscaruin_khorne	wh_dlc08_god_ruin_khorne
wh2_main_sch_special_settlement_hellpit_norscaruin_nurgle	wh2_main_sch_special_settlement_hellpit_norscaruin_nurgle	wh_dlc08_god_ruin_nurgle
wh2_main_sch_special_settlement_hellpit_norscaruin_slaanesh	wh2_main_sch_special_settlement_hellpit_norscaruin_slaanesh	wh_dlc08_god_ruin_slaanesh
wh2_main_sch_special_settlement_hellpit_norscaruin_tzeentch	wh2_main_sch_special_settlement_hellpit_norscaruin_tzeentch	wh_dlc08_god_ruin_tzeentch
wh2_main_sch_special_settlement_hexoatl_norscaruin_khorne	wh2_main_sch_special_settlement_hexoatl_norscaruin_khorne	wh_dlc08_god_ruin_khorne
wh2_main_sch_special_settlement_hexoatl_norscaruin_nurgle	wh2_main_sch_special_settlement_hexoatl_norscaruin_nurgle	wh_dlc08_god_ruin_nurgle
wh2_main_sch_special_settlement_hexoatl_norscaruin_slaanesh	wh2_main_sch_special_settlement_hexoatl_norscaruin_slaanesh	wh_dlc08_god_ruin_slaanesh
wh2_main_sch_special_settlement_hexoatl_norscaruin_tzeentch	wh2_main_sch_special_settlement_hexoatl_norscaruin_tzeentch	wh_dlc08_god_ruin_tzeentch
wh2_main_sch_special_settlement_itza_norscaruin_khorne	wh2_main_sch_special_settlement_itza_norscaruin_khorne	wh_dlc08_god_ruin_khorne
wh2_main_sch_special_settlement_itza_norscaruin_nurgle	wh2_main_sch_special_settlement_itza_norscaruin_nurgle	wh_dlc08_god_ruin_nurgle
wh2_main_sch_special_settlement_itza_norscaruin_slaanesh	wh2_main_sch_special_settlement_itza_norscaruin_slaanesh	wh_dlc08_god_ruin_slaanesh
wh2_main_sch_special_settlement_itza_norscaruin_tzeentch	wh2_main_sch_special_settlement_itza_norscaruin_tzeentch	wh_dlc08_god_ruin_tzeentch
wh2_main_sch_special_settlement_khemri_norscaruin_khorne	wh2_main_sch_special_settlement_khemri_norscaruin_khorne	wh_dlc08_god_ruin_khorne
wh2_main_sch_special_settlement_khemri_norscaruin_nurgle	wh2_main_sch_special_settlement_khemri_norscaruin_nurgle	wh_dlc08_god_ruin_nurgle
wh2_main_sch_special_settlement_khemri_norscaruin_slaanesh	wh2_main_sch_special_settlement_khemri_norscaruin_slaanesh	wh_dlc08_god_ruin_slaanesh
wh2_main_sch_special_settlement_khemri_norscaruin_tzeentch	wh2_main_sch_special_settlement_khemri_norscaruin_tzeentch	wh_dlc08_god_ruin_tzeentch
wh2_main_sch_special_settlement_lahmia_norscaruin_khorne	wh2_main_sch_special_settlement_lahmia_norscaruin_khorne	wh_dlc08_god_ruin_khorne
wh2_main_sch_special_settlement_lahmia_norscaruin_nurgle	wh2_main_sch_special_settlement_lahmia_norscaruin_nurgle	wh_dlc08_god_ruin_nurgle
wh2_main_sch_special_settlement_lahmia_norscaruin_slaanesh	wh2_main_sch_special_settlement_lahmia_norscaruin_slaanesh	wh_dlc08_god_ruin_slaanesh
wh2_main_sch_special_settlement_lahmia_norscaruin_tzeentch	wh2_main_sch_special_settlement_lahmia_norscaruin_tzeentch	wh_dlc08_god_ruin_tzeentch
wh2_main_sch_special_settlement_lothern_norscaruin_khorne	wh2_main_sch_special_settlement_lothern_norscaruin_khorne	wh_dlc08_god_ruin_khorne
wh2_main_sch_special_settlement_lothern_norscaruin_nurgle	wh2_main_sch_special_settlement_lothern_norscaruin_nurgle	wh_dlc08_god_ruin_nurgle
wh2_main_sch_special_settlement_lothern_norscaruin_slaanesh	wh2_main_sch_special_settlement_lothern_norscaruin_slaanesh	wh_dlc08_god_ruin_slaanesh
wh2_main_sch_special_settlement_lothern_norscaruin_tzeentch	wh2_main_sch_special_settlement_lothern_norscaruin_tzeentch	wh_dlc08_god_ruin_tzeentch
wh2_main_sch_special_settlement_naggarond_norscaruin_khorne	wh2_main_sch_special_settlement_naggarond_norscaruin_khorne	wh_dlc08_god_ruin_khorne
wh2_main_sch_special_settlement_naggarond_norscaruin_nurgle	wh2_main_sch_special_settlement_naggarond_norscaruin_nurgle	wh_dlc08_god_ruin_nurgle
wh2_main_sch_special_settlement_naggarond_norscaruin_slaanesh	wh2_main_sch_special_settlement_naggarond_norscaruin_slaanesh	wh_dlc08_god_ruin_slaanesh
wh2_main_sch_special_settlement_naggarond_norscaruin_tzeentch	wh2_main_sch_special_settlement_naggarond_norscaruin_tzeentch	wh_dlc08_god_ruin_tzeentch
wh2_main_sch_special_settlement_skavenblight_norscaruin_khorne	wh2_main_sch_special_settlement_skavenblight_norscaruin_khorne	wh_dlc08_god_ruin_khorne
wh2_main_sch_special_settlement_skavenblight_norscaruin_nurgle	wh2_main_sch_special_settlement_skavenblight_norscaruin_nurgle	wh_dlc08_god_ruin_nurgle
wh2_main_sch_special_settlement_skavenblight_norscaruin_slaanesh	wh2_main_sch_special_settlement_skavenblight_norscaruin_slaanesh	wh_dlc08_god_ruin_slaanesh
wh2_main_sch_special_settlement_skavenblight_norscaruin_tzeentch	wh2_main_sch_special_settlement_skavenblight_norscaruin_tzeentch	wh_dlc08_god_ruin_tzeentch
wh2_main_skv_outpostnorsca_major_1	wh2_main_skv_outpostnorsca_major_1	wh_main_building_human_ruin
wh2_main_skv_outpostnorsca_major_1_coast	wh2_main_skv_outpostnorsca_major_1_coast	wh_main_building_human_ruin
wh2_main_skv_outpostnorsca_major_2	wh2_main_skv_outpostnorsca_major_2	wh_main_building_human_ruin
wh2_main_skv_outpostnorsca_major_2_coast	wh2_main_skv_outpostnorsca_major_2_coast	wh_main_building_human_ruin
wh2_main_skv_outpostnorsca_major_3	wh2_main_skv_outpostnorsca_major_3	wh_main_building_human_ruin
wh2_main_skv_outpostnorsca_major_3_coast	wh2_main_skv_outpostnorsca_major_3_coast	wh_main_building_human_ruin
wh2_main_skv_outpostnorsca_major_4	wh2_main_skv_outpostnorsca_major_4	wh_main_building_human_ruin
wh2_main_skv_outpostnorsca_major_4_coast	wh2_main_skv_outpostnorsca_major_4_coast	wh_main_building_human_ruin
wh2_main_skv_outpostnorsca_major_5	wh2_main_skv_outpostnorsca_major_5	wh_main_building_human_ruin
wh2_main_skv_outpostnorsca_major_5_coast	wh2_main_skv_outpostnorsca_major_5_coast	wh_main_building_human_ruin
wh2_main_skv_outpostnorsca_major_coast_ruin	wh2_main_skv_outpostnorsca_major_coast_ruin	wh_main_building_human_ruin
wh2_main_skv_outpostnorsca_major_ruin	wh2_main_skv_outpostnorsca_major_ruin	wh_main_building_human_ruin
wh2_main_skv_outpostnorsca_minor_1	wh2_main_skv_outpostnorsca_minor_1	wh_main_building_human_ruin
wh2_main_skv_outpostnorsca_minor_1_coast	wh2_main_skv_outpostnorsca_minor_1_coast	wh_main_building_human_ruin
wh2_main_skv_outpostnorsca_minor_2	wh2_main_skv_outpostnorsca_minor_2	wh_main_building_human_ruin
wh2_main_skv_outpostnorsca_minor_2_coast	wh2_main_skv_outpostnorsca_minor_2_coast	wh_main_building_human_ruin
wh2_main_skv_outpostnorsca_minor_3	wh2_main_skv_outpostnorsca_minor_3	wh_main_building_human_ruin
wh2_main_skv_outpostnorsca_minor_3_coast	wh2_main_skv_outpostnorsca_minor_3_coast	wh_main_building_human_ruin
wh2_main_skv_outpostnorsca_minor_coast_ruin	wh2_main_skv_outpostnorsca_minor_coast_ruin	wh_main_building_human_ruin
wh2_main_skv_outpostnorsca_minor_ruin	wh2_main_skv_outpostnorsca_minor_ruin	wh_main_building_human_ruin
wh2_main_skv_settlement_major_1	wh2_main_skv_settlement_major_1	wh_main_building_human_ruin
wh2_main_skv_settlement_major_1_coast	wh2_main_skv_settlement_major_1_coast	wh_main_building_human_ruin
wh2_main_skv_settlement_major_2	wh2_main_skv_settlement_major_2	wh_main_building_human_ruin
wh2_main_skv_settlement_major_2_coast	wh2_main_skv_settlement_major_2_coast	wh_main_building_human_ruin
wh2_main_skv_settlement_major_3	wh2_main_skv_settlement_major_3	wh_main_building_human_ruin
wh2_main_skv_settlement_major_3_coast	wh2_main_skv_settlement_major_3_coast	wh_main_building_human_ruin
wh2_main_skv_settlement_major_4	wh2_main_skv_settlement_major_4	wh_main_building_human_ruin
wh2_main_skv_settlement_major_4_coast	wh2_main_skv_settlement_major_4_coast	wh_main_building_human_ruin
wh2_main_skv_settlement_major_5	wh2_main_skv_settlement_major_5	wh_main_building_human_ruin
wh2_main_skv_settlement_major_5_coast	wh2_main_skv_settlement_major_5_coast	wh_main_building_human_ruin
wh2_main_skv_settlement_major_coast_ruin	wh2_main_skv_settlement_major_coast_ruin	wh_main_building_human_ruin
wh2_main_skv_settlement_major_ruin	wh2_main_skv_settlement_major_ruin	wh_main_building_human_ruin
wh2_main_skv_settlement_minor_1	wh2_main_skv_settlement_minor_1	wh_main_building_human_ruin
wh2_main_skv_settlement_minor_1_coast	wh2_main_skv_settlement_minor_1_coast	wh_main_building_human_ruin
wh2_main_skv_settlement_minor_2	wh2_main_skv_settlement_minor_2	wh_main_building_human_ruin
wh2_main_skv_settlement_minor_2_coast	wh2_main_skv_settlement_minor_2_coast	wh_main_building_human_ruin
wh2_main_skv_settlement_minor_3	wh2_main_skv_settlement_minor_3	wh_main_building_human_ruin
wh2_main_skv_settlement_minor_3_coast	wh2_main_skv_settlement_minor_3_coast	wh_main_building_human_ruin
wh2_main_skv_settlement_minor_coast_ruin	wh2_main_skv_settlement_minor_coast_ruin	wh_main_building_human_ruin
wh2_main_skv_settlement_minor_ruin	wh2_main_skv_settlement_minor_ruin	wh_main_building_human_ruin
wh2_main_special_settlement_gaean_vale_def_1	wh2_main_special_city_gaean_vale_def_1	wh2_main_building_hef_settlement_major_1
wh2_main_special_settlement_gaean_vale_def_2	wh2_main_special_city_gaean_vale_def_2	wh2_main_building_hef_settlement_major_2
wh2_main_special_settlement_gaean_vale_def_3	wh2_main_special_city_gaean_vale_def_3	wh2_main_building_hef_settlement_major_3
wh2_main_special_settlement_gaean_vale_def_4	wh2_main_special_city_gaean_vale_def_4	wh2_main_building_hef_settlement_major_4
wh2_main_special_settlement_gaean_vale_def_5	wh2_main_special_city_gaean_vale_def_5	wh2_main_building_hef_settlement_major_5
wh2_main_special_settlement_gaean_vale_def_ruin	wh2_main_special_city_gaean_vale_def_ruin	wh_main_building_human_ruin
wh2_main_special_settlement_gaean_vale_other_1	wh2_main_special_city_gaean_vale_other_1	wh2_main_building_hef_settlement_major_1
