campaign_group_members_tables	1
diplomacy_FactionGroup_DE_Dreadlord2_&_OtherFactionBretonnia_&_Negative	diplomacy_FactionGroup_DE_Dreadlord2_Faction_TheSunkenLandCorsairs_&_OtherFactionBretonnia_&_Negative	25
diplomacy_FactionGroup_DE_Dreadlord2_&_OtherFactionBretonnia_&_Positive	diplomacy_FactionGroup_DE_Dreadlord2_Faction_TheSunkenLandCorsairs_&_OtherFactionBretonnia_&_Positive	25
diplomacy_FactionGroup_DE_Dreadlord2_&_OtherFactionChaos	diplomacy_FactionGroup_DE_Dreadlord2_Faction_TheSunkenLandCorsairs_&_OtherFactionChaos	9
diplomacy_FactionGroup_DE_Dreadlord2_&_OtherFactionChaos_&_Negative	diplomacy_FactionGroup_DE_Dreadlord2_Faction_TheSunkenLandCorsairs_&_OtherFactionChaos_&_Negative	25
diplomacy_FactionGroup_DE_Dreadlord2_&_OtherFactionChaos_&_Positive	diplomacy_FactionGroup_DE_Dreadlord2_Faction_TheSunkenLandCorsairs_&_OtherFactionChaos_&_Positive	25
diplomacy_FactionGroup_DE_Dreadlord2_&_OtherFactionDarkElves	diplomacy_FactionGroup_DE_Dreadlord2_Faction_TheSunkenLandCorsairs_&_OtherFactionDarkElves	9
diplomacy_FactionGroup_DE_Dreadlord2_&_OtherFactionDarkElves_&_Negative	diplomacy_FactionGroup_DE_Dreadlord2_Faction_TheSunkenLandCorsairs_&_OtherFactionDarkElves_&_Negative	25
diplomacy_FactionGroup_DE_Dreadlord2_&_OtherFactionDarkElves_&_Positive	diplomacy_FactionGroup_DE_Dreadlord2_Faction_TheSunkenLandCorsairs_&_OtherFactionDarkElves_&_Positive	25
diplomacy_FactionGroup_DE_Dreadlord2_&_OtherFactionDwarf	diplomacy_FactionGroup_DE_Dreadlord2_Faction_TheSunkenLandCorsairs_&_OtherFactionDwarf	9
diplomacy_FactionGroup_DE_Dreadlord2_&_OtherFactionDwarf_&_Negative	diplomacy_FactionGroup_DE_Dreadlord2_Faction_TheSunkenLandCorsairs_&_OtherFactionDwarf_&_Negative	25
diplomacy_FactionGroup_DE_Dreadlord2_&_OtherFactionDwarf_&_Positive	diplomacy_FactionGroup_DE_Dreadlord2_Faction_TheSunkenLandCorsairs_&_OtherFactionDwarf_&_Positive	25
diplomacy_FactionGroup_DE_Dreadlord2_&_OtherFactionEmpire	diplomacy_FactionGroup_DE_Dreadlord2_Faction_TheSunkenLandCorsairs_&_OtherFactionEmpire	9
diplomacy_FactionGroup_DE_Dreadlord2_&_OtherFactionEmpire_&_Negative	diplomacy_FactionGroup_DE_Dreadlord2_Faction_TheSunkenLandCorsairs_&_OtherFactionEmpire_&_Negative	25
diplomacy_FactionGroup_DE_Dreadlord2_&_OtherFactionEmpire_&_Positive	diplomacy_FactionGroup_DE_Dreadlord2_Faction_TheSunkenLandCorsairs_&_OtherFactionEmpire_&_Positive	25
diplomacy_FactionGroup_DE_Dreadlord2_&_OtherFactionGreenskin	diplomacy_FactionGroup_DE_Dreadlord2_Faction_TheSunkenLandCorsairs_&_OtherFactionGreenskin	9
diplomacy_FactionGroup_DE_Dreadlord2_&_OtherFactionGreenskin_&_Negative	diplomacy_FactionGroup_DE_Dreadlord2_Faction_TheSunkenLandCorsairs_&_OtherFactionGreenskin_&_Negative	25
diplomacy_FactionGroup_DE_Dreadlord2_&_OtherFactionGreenskin_&_Positive	diplomacy_FactionGroup_DE_Dreadlord2_Faction_TheSunkenLandCorsairs_&_OtherFactionGreenskin_&_Positive	25
diplomacy_FactionGroup_DE_Dreadlord2_&_OtherFactionHighElves	diplomacy_FactionGroup_DE_Dreadlord2_Faction_TheSunkenLandCorsairs_&_OtherFactionHighElves	9
diplomacy_FactionGroup_DE_Dreadlord2_&_OtherFactionHighElves_&_Negative	diplomacy_FactionGroup_DE_Dreadlord2_Faction_TheSunkenLandCorsairs_&_OtherFactionHighElves_&_Negative	25
diplomacy_FactionGroup_DE_Dreadlord2_&_OtherFactionHighElves_&_Positive	diplomacy_FactionGroup_DE_Dreadlord2_Faction_TheSunkenLandCorsairs_&_OtherFactionHighElves_&_Positive	25
diplomacy_FactionGroup_DE_Dreadlord2_&_OtherFactionLizardmen	diplomacy_FactionGroup_DE_Dreadlord2_Faction_TheSunkenLandCorsairs_&_OtherFactionLizardmen	9
diplomacy_FactionGroup_DE_Dreadlord2_&_OtherFactionLizardmen_&_Negative	diplomacy_FactionGroup_DE_Dreadlord2_Faction_TheSunkenLandCorsairs_&_OtherFactionLizardmen_&_Negative	25
diplomacy_FactionGroup_DE_Dreadlord2_&_OtherFactionLizardmen_&_Positive	diplomacy_FactionGroup_DE_Dreadlord2_Faction_TheSunkenLandCorsairs_&_OtherFactionLizardmen_&_Positive	25
diplomacy_FactionGroup_DE_Dreadlord2_&_OtherFactionSkaven	diplomacy_FactionGroup_DE_Dreadlord2_Faction_TheSunkenLandCorsairs_&_OtherFactionSkaven	9
diplomacy_FactionGroup_DE_Dreadlord2_&_OtherFactionSkaven_&_Negative	diplomacy_FactionGroup_DE_Dreadlord2_Faction_TheSunkenLandCorsairs_&_OtherFactionSkaven_&_Negative	25
diplomacy_FactionGroup_DE_Dreadlord2_&_OtherFactionSkaven_&_Positive	diplomacy_FactionGroup_DE_Dreadlord2_Faction_TheSunkenLandCorsairs_&_OtherFactionSkaven_&_Positive	25
diplomacy_FactionGroup_DE_Dreadlord2_&_OtherFactionTombKings	diplomacy_FactionGroup_DE_Dreadlord2_Faction_TheSunkenLandCorsairs_&_OtherFactionTombKings	9
diplomacy_FactionGroup_DE_Dreadlord2_&_OtherFactionTombKings_&_Negative	diplomacy_FactionGroup_DE_Dreadlord2_Faction_TheSunkenLandCorsairs_&_OtherFactionTombKings_&_Negative	25
diplomacy_FactionGroup_DE_Dreadlord2_&_OtherFactionTombKings_&_Positive	diplomacy_FactionGroup_DE_Dreadlord2_Faction_TheSunkenLandCorsairs_&_OtherFactionTombKings_&_Positive	25
diplomacy_FactionGroup_DE_Dreadlord2_&_OtherFactionVamp	diplomacy_FactionGroup_DE_Dreadlord2_Faction_TheSunkenLandCorsairs_&_OtherFactionVamp	9
diplomacy_FactionGroup_DE_Dreadlord2_&_OtherFactionVamp_&_Negative	diplomacy_FactionGroup_DE_Dreadlord2_Faction_TheSunkenLandCorsairs_&_OtherFactionVamp_&_Negative	25
diplomacy_FactionGroup_DE_Dreadlord2_&_OtherFactionVamp_&_Positive	diplomacy_FactionGroup_DE_Dreadlord2_Faction_TheSunkenLandCorsairs_&_OtherFactionVamp_&_Positive	25
diplomacy_FactionGroup_DE_Dreadlord2_&_OtherFactionWoodElves	diplomacy_FactionGroup_DE_Dreadlord2_Faction_TheSunkenLandCorsairs_&_OtherFactionWoodElves	9
diplomacy_FactionGroup_DE_Dreadlord2_&_OtherFactionWoodElves_&_Negative	diplomacy_FactionGroup_DE_Dreadlord2_Faction_TheSunkenLandCorsairs_&_OtherFactionWoodElves_&_Negative	25
diplomacy_FactionGroup_DE_Dreadlord2_&_OtherFactionWoodElves_&_Positive	diplomacy_FactionGroup_DE_Dreadlord2_Faction_TheSunkenLandCorsairs_&_OtherFactionWoodElves_&_Positive	25
diplomacy_FactionGroup_DE_Dreadlord2_&_Positive	diplomacy_FactionGroup_DE_Dreadlord2_Faction_TheSunkenLandCorsairs_&_Positive	24
diplomacy_FactionGroup_DE_Dreadlord2	diplomacy_FactionGroup_DE_Dreadlord2_Faction_TheTyrantsOfTheBlackOcean	8
diplomacy_FactionGroup_DE_Dreadlord2_&_Negative	diplomacy_FactionGroup_DE_Dreadlord2_Faction_TheTyrantsOfTheBlackOcean_&_Negative	24
diplomacy_FactionGroup_DE_Dreadlord2_&_OtherFactionBeastmen	diplomacy_FactionGroup_DE_Dreadlord2_Faction_TheTyrantsOfTheBlackOcean_&_OtherFactionBeastmen	9
diplomacy_FactionGroup_DE_Dreadlord2_&_OtherFactionBeastmen_&_Negative	diplomacy_FactionGroup_DE_Dreadlord2_Faction_TheTyrantsOfTheBlackOcean_&_OtherFactionBeastmen_&_Negative	25
diplomacy_FactionGroup_DE_Dreadlord2_&_OtherFactionBeastmen_&_Positive	diplomacy_FactionGroup_DE_Dreadlord2_Faction_TheTyrantsOfTheBlackOcean_&_OtherFactionBeastmen_&_Positive	25
diplomacy_FactionGroup_DE_Dreadlord2_&_OtherFactionBretonnia	diplomacy_FactionGroup_DE_Dreadlord2_Faction_TheTyrantsOfTheBlackOcean_&_OtherFactionBretonnia	9
diplomacy_FactionGroup_DE_Dreadlord2_&_OtherFactionBretonnia_&_Negative	diplomacy_FactionGroup_DE_Dreadlord2_Faction_TheTyrantsOfTheBlackOcean_&_OtherFactionBretonnia_&_Negative	25
diplomacy_FactionGroup_DE_Dreadlord2_&_OtherFactionBretonnia_&_Positive	diplomacy_FactionGroup_DE_Dreadlord2_Faction_TheTyrantsOfTheBlackOcean_&_OtherFactionBretonnia_&_Positive	25
diplomacy_FactionGroup_DE_Dreadlord2_&_OtherFactionChaos	diplomacy_FactionGroup_DE_Dreadlord2_Faction_TheTyrantsOfTheBlackOcean_&_OtherFactionChaos	9
diplomacy_FactionGroup_DE_Dreadlord2_&_OtherFactionChaos_&_Negative	diplomacy_FactionGroup_DE_Dreadlord2_Faction_TheTyrantsOfTheBlackOcean_&_OtherFactionChaos_&_Negative	25
diplomacy_FactionGroup_DE_Dreadlord2_&_OtherFactionChaos_&_Positive	diplomacy_FactionGroup_DE_Dreadlord2_Faction_TheTyrantsOfTheBlackOcean_&_OtherFactionChaos_&_Positive	25
diplomacy_FactionGroup_DE_Dreadlord2_&_OtherFactionDarkElves	diplomacy_FactionGroup_DE_Dreadlord2_Faction_TheTyrantsOfTheBlackOcean_&_OtherFactionDarkElves	9
diplomacy_FactionGroup_DE_Dreadlord2_&_OtherFactionDarkElves_&_Negative	diplomacy_FactionGroup_DE_Dreadlord2_Faction_TheTyrantsOfTheBlackOcean_&_OtherFactionDarkElves_&_Negative	25
diplomacy_FactionGroup_DE_Dreadlord2_&_OtherFactionDarkElves_&_Positive	diplomacy_FactionGroup_DE_Dreadlord2_Faction_TheTyrantsOfTheBlackOcean_&_OtherFactionDarkElves_&_Positive	25
diplomacy_FactionGroup_DE_Dreadlord2_&_OtherFactionDwarf	diplomacy_FactionGroup_DE_Dreadlord2_Faction_TheTyrantsOfTheBlackOcean_&_OtherFactionDwarf	9
diplomacy_FactionGroup_DE_Dreadlord2_&_OtherFactionDwarf_&_Negative	diplomacy_FactionGroup_DE_Dreadlord2_Faction_TheTyrantsOfTheBlackOcean_&_OtherFactionDwarf_&_Negative	25
diplomacy_FactionGroup_DE_Dreadlord2_&_OtherFactionDwarf_&_Positive	diplomacy_FactionGroup_DE_Dreadlord2_Faction_TheTyrantsOfTheBlackOcean_&_OtherFactionDwarf_&_Positive	25
diplomacy_FactionGroup_DE_Dreadlord2_&_OtherFactionEmpire	diplomacy_FactionGroup_DE_Dreadlord2_Faction_TheTyrantsOfTheBlackOcean_&_OtherFactionEmpire	9
diplomacy_FactionGroup_DE_Dreadlord2_&_OtherFactionEmpire_&_Negative	diplomacy_FactionGroup_DE_Dreadlord2_Faction_TheTyrantsOfTheBlackOcean_&_OtherFactionEmpire_&_Negative	25
diplomacy_FactionGroup_DE_Dreadlord2_&_OtherFactionEmpire_&_Positive	diplomacy_FactionGroup_DE_Dreadlord2_Faction_TheTyrantsOfTheBlackOcean_&_OtherFactionEmpire_&_Positive	25
diplomacy_FactionGroup_DE_Dreadlord2_&_OtherFactionGreenskin	diplomacy_FactionGroup_DE_Dreadlord2_Faction_TheTyrantsOfTheBlackOcean_&_OtherFactionGreenskin	9
diplomacy_FactionGroup_DE_Dreadlord2_&_OtherFactionGreenskin_&_Negative	diplomacy_FactionGroup_DE_Dreadlord2_Faction_TheTyrantsOfTheBlackOcean_&_OtherFactionGreenskin_&_Negative	25
diplomacy_FactionGroup_DE_Dreadlord2_&_OtherFactionGreenskin_&_Positive	diplomacy_FactionGroup_DE_Dreadlord2_Faction_TheTyrantsOfTheBlackOcean_&_OtherFactionGreenskin_&_Positive	25
diplomacy_FactionGroup_DE_Dreadlord2_&_OtherFactionHighElves	diplomacy_FactionGroup_DE_Dreadlord2_Faction_TheTyrantsOfTheBlackOcean_&_OtherFactionHighElves	9
diplomacy_FactionGroup_DE_Dreadlord2_&_OtherFactionHighElves_&_Negative	diplomacy_FactionGroup_DE_Dreadlord2_Faction_TheTyrantsOfTheBlackOcean_&_OtherFactionHighElves_&_Negative	25
diplomacy_FactionGroup_DE_Dreadlord2_&_OtherFactionHighElves_&_Positive	diplomacy_FactionGroup_DE_Dreadlord2_Faction_TheTyrantsOfTheBlackOcean_&_OtherFactionHighElves_&_Positive	25
diplomacy_FactionGroup_DE_Dreadlord2_&_OtherFactionLizardmen	diplomacy_FactionGroup_DE_Dreadlord2_Faction_TheTyrantsOfTheBlackOcean_&_OtherFactionLizardmen	9
diplomacy_FactionGroup_DE_Dreadlord2_&_OtherFactionLizardmen_&_Negative	diplomacy_FactionGroup_DE_Dreadlord2_Faction_TheTyrantsOfTheBlackOcean_&_OtherFactionLizardmen_&_Negative	25
diplomacy_FactionGroup_DE_Dreadlord2_&_OtherFactionLizardmen_&_Positive	diplomacy_FactionGroup_DE_Dreadlord2_Faction_TheTyrantsOfTheBlackOcean_&_OtherFactionLizardmen_&_Positive	25
diplomacy_FactionGroup_DE_Dreadlord2_&_OtherFactionSkaven	diplomacy_FactionGroup_DE_Dreadlord2_Faction_TheTyrantsOfTheBlackOcean_&_OtherFactionSkaven	9
diplomacy_FactionGroup_DE_Dreadlord2_&_OtherFactionSkaven_&_Negative	diplomacy_FactionGroup_DE_Dreadlord2_Faction_TheTyrantsOfTheBlackOcean_&_OtherFactionSkaven_&_Negative	25
diplomacy_FactionGroup_DE_Dreadlord2_&_OtherFactionSkaven_&_Positive	diplomacy_FactionGroup_DE_Dreadlord2_Faction_TheTyrantsOfTheBlackOcean_&_OtherFactionSkaven_&_Positive	25
diplomacy_FactionGroup_DE_Dreadlord2_&_OtherFactionTombKings	diplomacy_FactionGroup_DE_Dreadlord2_Faction_TheTyrantsOfTheBlackOcean_&_OtherFactionTombKings	9
diplomacy_FactionGroup_DE_Dreadlord2_&_OtherFactionTombKings_&_Negative	diplomacy_FactionGroup_DE_Dreadlord2_Faction_TheTyrantsOfTheBlackOcean_&_OtherFactionTombKings_&_Negative	25
diplomacy_FactionGroup_DE_Dreadlord2_&_OtherFactionTombKings_&_Positive	diplomacy_FactionGroup_DE_Dreadlord2_Faction_TheTyrantsOfTheBlackOcean_&_OtherFactionTombKings_&_Positive	25
diplomacy_FactionGroup_DE_Dreadlord2_&_OtherFactionVamp	diplomacy_FactionGroup_DE_Dreadlord2_Faction_TheTyrantsOfTheBlackOcean_&_OtherFactionVamp	9
diplomacy_FactionGroup_DE_Dreadlord2_&_OtherFactionVamp_&_Negative	diplomacy_FactionGroup_DE_Dreadlord2_Faction_TheTyrantsOfTheBlackOcean_&_OtherFactionVamp_&_Negative	25
diplomacy_FactionGroup_DE_Dreadlord2_&_OtherFactionVamp_&_Positive	diplomacy_FactionGroup_DE_Dreadlord2_Faction_TheTyrantsOfTheBlackOcean_&_OtherFactionVamp_&_Positive	25
diplomacy_FactionGroup_DE_Dreadlord2_&_OtherFactionWoodElves	diplomacy_FactionGroup_DE_Dreadlord2_Faction_TheTyrantsOfTheBlackOcean_&_OtherFactionWoodElves	9
diplomacy_FactionGroup_DE_Dreadlord2_&_OtherFactionWoodElves_&_Negative	diplomacy_FactionGroup_DE_Dreadlord2_Faction_TheTyrantsOfTheBlackOcean_&_OtherFactionWoodElves_&_Negative	25
diplomacy_FactionGroup_DE_Dreadlord2_&_OtherFactionWoodElves_&_Positive	diplomacy_FactionGroup_DE_Dreadlord2_Faction_TheTyrantsOfTheBlackOcean_&_OtherFactionWoodElves_&_Positive	25
diplomacy_FactionGroup_DE_Dreadlord2_&_Positive	diplomacy_FactionGroup_DE_Dreadlord2_Faction_TheTyrantsOfTheBlackOcean_&_Positive	24
diplomacy_FactionGroup_DE_DreadlordFemale2	diplomacy_FactionGroup_DE_DreadlordFemale_Faction_ClarKarond	8
diplomacy_FactionGroup_DE_DreadlordFemale2_&_Negative	diplomacy_FactionGroup_DE_DreadlordFemale_Faction_ClarKarond_&_Negative	24
diplomacy_FactionGroup_DE_DreadlordFemale2_&_OtherFactionBeastmen	diplomacy_FactionGroup_DE_DreadlordFemale_Faction_ClarKarond_&_OtherFactionBeastmen	9
diplomacy_FactionGroup_DE_DreadlordFemale2_&_OtherFactionBeastmen_&_Negative	diplomacy_FactionGroup_DE_DreadlordFemale_Faction_ClarKarond_&_OtherFactionBeastmen_&_Negative	25
diplomacy_FactionGroup_DE_DreadlordFemale2_&_OtherFactionBeastmen_&_Positive	diplomacy_FactionGroup_DE_DreadlordFemale_Faction_ClarKarond_&_OtherFactionBeastmen_&_Positive	25
diplomacy_FactionGroup_DE_DreadlordFemale2_&_OtherFactionBretonnia	diplomacy_FactionGroup_DE_DreadlordFemale_Faction_ClarKarond_&_OtherFactionBretonnia	9
diplomacy_FactionGroup_DE_DreadlordFemale2_&_OtherFactionBretonnia_&_Negative	diplomacy_FactionGroup_DE_DreadlordFemale_Faction_ClarKarond_&_OtherFactionBretonnia_&_Negative	25
diplomacy_FactionGroup_DE_DreadlordFemale2_&_OtherFactionBretonnia_&_Positive	diplomacy_FactionGroup_DE_DreadlordFemale_Faction_ClarKarond_&_OtherFactionBretonnia_&_Positive	25
diplomacy_FactionGroup_DE_DreadlordFemale2_&_OtherFactionChaos	diplomacy_FactionGroup_DE_DreadlordFemale_Faction_ClarKarond_&_OtherFactionChaos	9
diplomacy_FactionGroup_DE_DreadlordFemale2_&_OtherFactionChaos_&_Negative	diplomacy_FactionGroup_DE_DreadlordFemale_Faction_ClarKarond_&_OtherFactionChaos_&_Negative	25
diplomacy_FactionGroup_DE_DreadlordFemale2_&_OtherFactionChaos_&_Positive	diplomacy_FactionGroup_DE_DreadlordFemale_Faction_ClarKarond_&_OtherFactionChaos_&_Positive	25
diplomacy_FactionGroup_DE_DreadlordFemale2_&_OtherFactionDarkElves	diplomacy_FactionGroup_DE_DreadlordFemale_Faction_ClarKarond_&_OtherFactionDarkElves	9
diplomacy_FactionGroup_DE_DreadlordFemale2_&_OtherFactionDarkElves_&_Negative	diplomacy_FactionGroup_DE_DreadlordFemale_Faction_ClarKarond_&_OtherFactionDarkElves_&_Negative	25
diplomacy_FactionGroup_DE_DreadlordFemale2_&_OtherFactionDarkElves_&_Positive	diplomacy_FactionGroup_DE_DreadlordFemale_Faction_ClarKarond_&_OtherFactionDarkElves_&_Positive	25
diplomacy_FactionGroup_DE_DreadlordFemale2_&_OtherFactionDwarf	diplomacy_FactionGroup_DE_DreadlordFemale_Faction_ClarKarond_&_OtherFactionDwarf	9
diplomacy_FactionGroup_DE_DreadlordFemale2_&_OtherFactionDwarf_&_Negative	diplomacy_FactionGroup_DE_DreadlordFemale_Faction_ClarKarond_&_OtherFactionDwarf_&_Negative	25
diplomacy_FactionGroup_DE_DreadlordFemale2_&_OtherFactionDwarf_&_Positive	diplomacy_FactionGroup_DE_DreadlordFemale_Faction_ClarKarond_&_OtherFactionDwarf_&_Positive	25
diplomacy_FactionGroup_DE_DreadlordFemale2_&_OtherFactionEmpire	diplomacy_FactionGroup_DE_DreadlordFemale_Faction_ClarKarond_&_OtherFactionEmpire	9
diplomacy_FactionGroup_DE_DreadlordFemale2_&_OtherFactionEmpire_&_Negative	diplomacy_FactionGroup_DE_DreadlordFemale_Faction_ClarKarond_&_OtherFactionEmpire_&_Negative	25
diplomacy_FactionGroup_DE_DreadlordFemale2_&_OtherFactionEmpire_&_Positive	diplomacy_FactionGroup_DE_DreadlordFemale_Faction_ClarKarond_&_OtherFactionEmpire_&_Positive	25
diplomacy_FactionGroup_DE_DreadlordFemale2_&_OtherFactionGreenskin	diplomacy_FactionGroup_DE_DreadlordFemale_Faction_ClarKarond_&_OtherFactionGreenskin	9
diplomacy_FactionGroup_DE_DreadlordFemale2_&_OtherFactionGreenskin_&_Negative	diplomacy_FactionGroup_DE_DreadlordFemale_Faction_ClarKarond_&_OtherFactionGreenskin_&_Negative	25
diplomacy_FactionGroup_DE_DreadlordFemale2_&_OtherFactionGreenskin_&_Positive	diplomacy_FactionGroup_DE_DreadlordFemale_Faction_ClarKarond_&_OtherFactionGreenskin_&_Positive	25
diplomacy_FactionGroup_DE_DreadlordFemale2_&_OtherFactionHighElves	diplomacy_FactionGroup_DE_DreadlordFemale_Faction_ClarKarond_&_OtherFactionHighElves	9
diplomacy_FactionGroup_DE_DreadlordFemale2_&_OtherFactionHighElves_&_Negative	diplomacy_FactionGroup_DE_DreadlordFemale_Faction_ClarKarond_&_OtherFactionHighElves_&_Negative	25
diplomacy_FactionGroup_DE_DreadlordFemale2_&_OtherFactionHighElves_&_Positive	diplomacy_FactionGroup_DE_DreadlordFemale_Faction_ClarKarond_&_OtherFactionHighElves_&_Positive	25
diplomacy_FactionGroup_DE_DreadlordFemale2_&_OtherFactionLizardmen	diplomacy_FactionGroup_DE_DreadlordFemale_Faction_ClarKarond_&_OtherFactionLizardmen	9
diplomacy_FactionGroup_DE_DreadlordFemale2_&_OtherFactionLizardmen_&_Negative	diplomacy_FactionGroup_DE_DreadlordFemale_Faction_ClarKarond_&_OtherFactionLizardmen_&_Negative	25
diplomacy_FactionGroup_DE_DreadlordFemale2_&_OtherFactionLizardmen_&_Positive	diplomacy_FactionGroup_DE_DreadlordFemale_Faction_ClarKarond_&_OtherFactionLizardmen_&_Positive	25
diplomacy_FactionGroup_DE_DreadlordFemale2_&_OtherFactionSkaven	diplomacy_FactionGroup_DE_DreadlordFemale_Faction_ClarKarond_&_OtherFactionSkaven	9
diplomacy_FactionGroup_DE_DreadlordFemale2_&_OtherFactionSkaven_&_Negative	diplomacy_FactionGroup_DE_DreadlordFemale_Faction_ClarKarond_&_OtherFactionSkaven_&_Negative	25
diplomacy_FactionGroup_DE_DreadlordFemale2_&_OtherFactionSkaven_&_Positive	diplomacy_FactionGroup_DE_DreadlordFemale_Faction_ClarKarond_&_OtherFactionSkaven_&_Positive	25
diplomacy_FactionGroup_DE_DreadlordFemale2_&_OtherFactionTombKings	diplomacy_FactionGroup_DE_DreadlordFemale_Faction_ClarKarond_&_OtherFactionTombKings	9
diplomacy_FactionGroup_DE_DreadlordFemale2_&_OtherFactionTombKings_&_Negative	diplomacy_FactionGroup_DE_DreadlordFemale_Faction_ClarKarond_&_OtherFactionTombKings_&_Negative	25
diplomacy_FactionGroup_DE_DreadlordFemale2_&_OtherFactionTombKings_&_Positive	diplomacy_FactionGroup_DE_DreadlordFemale_Faction_ClarKarond_&_OtherFactionTombKings_&_Positive	25
diplomacy_FactionGroup_DE_DreadlordFemale2_&_OtherFactionVamp	diplomacy_FactionGroup_DE_DreadlordFemale_Faction_ClarKarond_&_OtherFactionVamp	9
diplomacy_FactionGroup_DE_DreadlordFemale2_&_OtherFactionVamp_&_Negative	diplomacy_FactionGroup_DE_DreadlordFemale_Faction_ClarKarond_&_OtherFactionVamp_&_Negative	25
diplomacy_FactionGroup_DE_DreadlordFemale2_&_OtherFactionVamp_&_Positive	diplomacy_FactionGroup_DE_DreadlordFemale_Faction_ClarKarond_&_OtherFactionVamp_&_Positive	25
diplomacy_FactionGroup_DE_DreadlordFemale2_&_OtherFactionWoodElves	diplomacy_FactionGroup_DE_DreadlordFemale_Faction_ClarKarond_&_OtherFactionWoodElves	9
diplomacy_FactionGroup_DE_DreadlordFemale2_&_OtherFactionWoodElves_&_Negative	diplomacy_FactionGroup_DE_DreadlordFemale_Faction_ClarKarond_&_OtherFactionWoodElves_&_Negative	25
diplomacy_FactionGroup_DE_DreadlordFemale2_&_OtherFactionWoodElves_&_Positive	diplomacy_FactionGroup_DE_DreadlordFemale_Faction_ClarKarond_&_OtherFactionWoodElves_&_Positive	25
diplomacy_FactionGroup_DE_DreadlordFemale2_&_Positive	diplomacy_FactionGroup_DE_DreadlordFemale_Faction_ClarKarond_&_Positive	24
diplomacy_FactionGroup_DE_DreadlordFemale	diplomacy_FactionGroup_DE_DreadlordFemale_Faction_HagGraef	8
diplomacy_FactionGroup_DE_DreadlordFemale_&_Negative	diplomacy_FactionGroup_DE_DreadlordFemale_Faction_HagGraef_&_Negative	24
diplomacy_FactionGroup_DE_DreadlordFemale_&_OtherFactionBeastmen	diplomacy_FactionGroup_DE_DreadlordFemale_Faction_HagGraef_&_OtherFactionBeastmen	9
diplomacy_FactionGroup_DE_DreadlordFemale_&_OtherFactionBeastmen_&_Negative	diplomacy_FactionGroup_DE_DreadlordFemale_Faction_HagGraef_&_OtherFactionBeastmen_&_Negative	25
diplomacy_FactionGroup_DE_DreadlordFemale_&_OtherFactionBeastmen_&_Positive	diplomacy_FactionGroup_DE_DreadlordFemale_Faction_HagGraef_&_OtherFactionBeastmen_&_Positive	25
diplomacy_FactionGroup_DE_DreadlordFemale_&_OtherFactionBretonnia	diplomacy_FactionGroup_DE_DreadlordFemale_Faction_HagGraef_&_OtherFactionBretonnia	9
diplomacy_FactionGroup_DE_DreadlordFemale_&_OtherFactionBretonnia_&_Negative	diplomacy_FactionGroup_DE_DreadlordFemale_Faction_HagGraef_&_OtherFactionBretonnia_&_Negative	25
diplomacy_FactionGroup_DE_DreadlordFemale_&_OtherFactionBretonnia_&_Positive	diplomacy_FactionGroup_DE_DreadlordFemale_Faction_HagGraef_&_OtherFactionBretonnia_&_Positive	25
diplomacy_FactionGroup_DE_DreadlordFemale_&_OtherFactionChaos	diplomacy_FactionGroup_DE_DreadlordFemale_Faction_HagGraef_&_OtherFactionChaos	9
diplomacy_FactionGroup_DE_DreadlordFemale_&_OtherFactionChaos_&_Negative	diplomacy_FactionGroup_DE_DreadlordFemale_Faction_HagGraef_&_OtherFactionChaos_&_Negative	25
diplomacy_FactionGroup_DE_DreadlordFemale_&_OtherFactionChaos_&_Positive	diplomacy_FactionGroup_DE_DreadlordFemale_Faction_HagGraef_&_OtherFactionChaos_&_Positive	25
diplomacy_FactionGroup_DE_DreadlordFemale_&_OtherFactionDarkElves	diplomacy_FactionGroup_DE_DreadlordFemale_Faction_HagGraef_&_OtherFactionDarkElves	9
diplomacy_FactionGroup_DE_DreadlordFemale_&_OtherFactionDarkElves_&_Negative	diplomacy_FactionGroup_DE_DreadlordFemale_Faction_HagGraef_&_OtherFactionDarkElves_&_Negative	25
diplomacy_FactionGroup_DE_DreadlordFemale_&_OtherFactionDarkElves_&_Positive	diplomacy_FactionGroup_DE_DreadlordFemale_Faction_HagGraef_&_OtherFactionDarkElves_&_Positive	25
diplomacy_FactionGroup_DE_DreadlordFemale_&_OtherFactionDwarf	diplomacy_FactionGroup_DE_DreadlordFemale_Faction_HagGraef_&_OtherFactionDwarf	9
diplomacy_FactionGroup_DE_DreadlordFemale_&_OtherFactionDwarf_&_Negative	diplomacy_FactionGroup_DE_DreadlordFemale_Faction_HagGraef_&_OtherFactionDwarf_&_Negative	25
